issn_buscado,openalex_id,works_count,cited_by_count,h_index,2yr_mean_citedness,is_in_openalex,error
2807-6435,S4210197379,19,105,7,0.7407407407407407,True,
2985-9875;2986-7134,,0,0,0,0.0,False,
2829-4602;2829-4610,,0,0,0,0.0,False,
3025-3616;3025-9932,,0,0,0,0.0,False,
2988-3822,S4387291763,0,0,1,0.26666666666666666,True,
2528-2743,,0,0,0,0.0,False,
2962-536X,S4387289877,0,0,2,0.24,True,
2962-7990;2962-8008,,0,0,0,0.0,False,
2985-7163,,0,0,0,0.0,False,
3025-2482,,0,0,0,0.0,False,
2830-6023,S4387283241,0,0,2,0.18518518518518517,True,
2986-3155;2986-3856,,0,0,0,0.0,False,
2987-3266;2987-8853,,0,0,0,0.0,False,
2987-9019,,0,0,0,0.0,False,
2961-9130,S4387285984,0,0,0,0.0,True,
2987-1352,S4387292262,0,0,2,0.2,True,
2808-1692;2987-2995,,0,0,0,0.0,False,
2987-1131;2987-4033,,0,0,0,0.0,False,
2986-6014,S4387290794,0,0,2,0.125,True,
2987-9051,,0,0,0,0.0,False,
3026-3247,,0,0,0,0.0,False,
2988-2095,,0,0,0,0.0,False,
3025-2520,,0,0,0,0.0,False,
2086-8561,S4210210194,112,129,6,0.0,True,
2615-3432;2715-0011,,0,0,0,0.0,False,
2581-0065;2654-265X,,0,0,0,0.0,False,
2986-8114;2987-3185,,0,0,0,0.0,False,
3025-4299;3025-6801,,0,0,0,0.0,False,
2580-0957;2656-4815,,0,0,0,0.0,False,
3026-1813,S4404571729,0,0,1,0.3333333333333333,True,
2986-4852,,0,0,0,0.0,False,
2986-5913;2986-9315,,0,0,0,0.0,False,
2988-7089;2988-7097,,0,0,0,0.0,False,
2986-8912,S4387290511,0,0,2,0.2857142857142857,True,
3026-7617,,0,0,0,0.0,False,
2987-9000,,0,0,0,0.0,False,
2723-0228,S4210223789,24,87,5,0.2222222222222222,True,
2541-3414;2961-7766,,0,0,0,0.0,False,
2987-2391,,0,0,0,0.0,False,
2988-3644,S4387291429,0,0,3,1.2142857142857142,True,
2987-7520,S4387290656,0,0,1,0.07142857142857142,True,
2621-0592;2622-2175,,0,0,0,0.0,False,
3021-8462,S4387292051,0,0,3,0.5625,True,
3026-7404,,0,0,0,0.0,False,
2988-5221,S4404677181,0,0,1,0.2,True,
2961-9289,S4387291987,0,0,3,0.6538461538461539,True,
2985-833X,S4387289968,0,0,1,0.4,True,
2685-2276;2685-7014,,0,0,0,0.0,False,
2715-1689,,0,0,0,0.0,False,
2461-1115;2598-3903,,0,0,0,0.0,False,
2087-7021;2338-3437,,0,0,0,0.0,False,
2988-2141,,0,0,0,0.0,False,
2988-0084;2988-1595,,0,0,0,0.0,False,
2723-0651;2723-0732,,0,0,0,0.0,False,
2988-0599;2988-0602,,0,0,0,0.0,False,
2722-7367,S4387285871,0,0,7,1.8125,True,
2808-8581,,0,0,0,0.0,False,
3025-8162;3025-8170,,0,0,0,0.0,False,
2986-8491,S4390573792,0,0,1,0.2,True,
2961-7243,S4387286968,0,0,1,0.0,True,
3024-949X,,0,0,0,0.0,False,
2987-4408;2988-0165,,0,0,0,0.0,False,
2986-318X,,0,0,0,0.0,False,
2988-0793,S4394708448,0,0,2,0.07142857142857142,True,
2963-6833,S4387285252,0,0,3,0.5,True,
2964-9110,,0,0,0,0.0,False,
3032-6338,S4404662091,0,0,0,0.0,True,
2964-1209,,0,0,0,0.0,False,
2985-7066;2985-7074,,0,0,0,0.0,False,
2988-1323,S4387291038,0,0,2,0.26666666666666666,True,
2986-2388,S4387290659,0,0,3,1.0666666666666667,True,
2621-1580;3032-4564,,0,0,0,0.0,False,
3026-1910,,0,0,0,0.0,False,
3025-1230,,0,0,0,0.0,False,
2986-1969;2986-9773,,0,0,0,0.0,False,
3021-8780,,0,0,0,0.0,False,
3021-8330;3021-8349,,0,0,0,0.0,False,
3025-907X,S4387997745,0,0,1,0.0,True,
2337-3261,S4404673706,0,0,1,0.2857142857142857,True,
3026-4588,,0,0,0,0.0,False,
2988-7259,,0,0,0,0.0,False,
2988-2486,S4387291719,0,0,2,0.5333333333333333,True,
2986-8734,,0,0,0,0.0,False,
2655-5166;2715-2103,,0,0,0,0.0,False,
2988-795X,,0,0,0,0.0,False,
2085-0956,,0,0,0,0.0,False,
2087-1074;2685-7391,,0,0,0,0.0,False,
2540-7511;2540-7546,,0,0,0,0.0,False,
2301-4075;2716-3849,,0,0,0,0.0,False,
3026-0329,S4387997919,0,0,2,0.4,True,
3026-5738,S4389158207,0,0,0,0.0,True,
2828-6626;2829-3762,,0,0,0,0.0,False,
3025-8006,,0,0,0,0.0,False,
3047-244X,S4404678042,0,0,0,0.0,True,
3025-1923,,0,0,0,0.0,False,
0853-1676;2797-1252,,0,0,0,0.0,False,
2829-0046,S4387279407,0,0,2,0.25925925925925924,True,
2988-4888;2988-6430,,0,0,0,0.0,False,
3025-3055,,0,0,0,0.0,False,
3026-5185;3032-3193,,0,0,0,0.0,False,
2827-8194,S4387287725,0,0,2,0.15789473684210525,True,
3032-2669,,0,0,0,0.0,False,
3025-8995;3026-3751,,0,0,0,0.0,False,
3026-1430;3026-6599,,0,0,0,0.0,False,
3025-9010,S4387997653,0,0,4,0.6923076923076923,True,
2961-869X,,0,0,0,0.0,False,
3026-4693,S4390648441,0,0,1,0.13333333333333333,True,
2337-6120;2716-4330,,0,0,0,0.0,False,
3026-6912,S4389158282,0,0,1,0.07692307692307693,True,
3031-5271,,0,0,0,0.0,False,
2716-1269;2716-1277,,0,0,0,0.0,False,
2987-1093,S4387289735,0,0,4,1.0,True,
1907-1426,,0,0,0,0.0,False,
3031-4917;3031-6642,,0,0,0,0.0,False,
2442-8094;2502-7913,,0,0,0,0.0,False,
1693-7724;2685-614X,,0,0,0,0.0,False,
2085-4021;2657-1897,,0,0,0,0.0,False,
2962-0600,,0,0,0,0.0,False,
2460-8815;2549-1652,,0,0,0,0.0,False,
2301-4296;2541-0695,,0,0,0,0.0,False,
2620-4355;2620-5831,,0,0,0,0.0,False,
2715-7598,S4210236864,43,177,7,0.36363636363636365,True,
2476-9037,,0,0,0,0.0,False,
3031-1012,S4404675481,0,0,1,0.0,True,
2746-1092,,0,0,0,0.0,False,
2089-4724;2722-6093,,0,0,0,0.0,False,
2598-8905;2655-285X,,0,0,0,0.0,False,
2089-1911;2723-4525,,0,0,0,0.0,False,
2798-6179,,0,0,0,0.0,False,
2746-3850,,0,0,0,0.0,False,
2987-2979,S4404677271,0,0,0,0.0,True,
2087-0892;2808-8212,,0,0,0,0.0,False,
0216-3144;2776-799X,,0,0,0,0.0,False,
2808-3997,S4387291121,0,0,2,0.13043478260869565,True,
2442-9503;2774-3705,,0,0,0,0.0,False,
2774-3691,S4387283168,0,0,3,0.5,True,
2656-7547;2656-8349,,0,0,0,0.0,False,
2721-2297,S4210233500,29,68,6,0.03571428571428571,True,
1979-2824;2655-8459,,0,0,0,0.0,False,
2964-4577,,0,0,0,0.0,False,
2549-1660;2550-1305,,0,0,0,0.0,False,
2443-3071;2503-0337,,0,0,0,0.0,False,
2657-1730;2657-1749,,0,0,0,0.0,False,
2301-573X;2581-2084,,0,0,0,0.0,False,
2775-5509,S4210184162,25,52,4,0.782608695652174,True,
2798-7167;2798-8589,,0,0,0,0.0,False,
2722-2683;2722-2691,,0,0,0,0.0,False,
2714-6006;2723-3022,,0,0,0,0.0,False,
2621-8437;2621-8445,,0,0,0,0.0,False,
2477-5789;2502-0579,,0,0,0,0.0,False,
2579-4752;2620-7397,,0,0,0,0.0,False,
2580-264X;2745-7230,,0,0,0,0.0,False,
2715-9760;2715-9779,,0,0,0,0.0,False,
2808-5264,,0,0,0,0.0,False,
2723-4347;2723-4355,,0,0,0,0.0,False,
2656-8993,S4210219458,44,189,6,0.4090909090909091,True,
2745-391X,,0,0,0,0.0,False,
2962-9632,,0,0,0,0.0,False,
2775-1031,S4210215314,28,15,2,0.16,True,
2723-5378,S4210219375,22,20,2,0.16666666666666666,True,
2808-7836,S4210199179,19,19,3,0.19230769230769232,True,
2685-645X;2685-6468,,0,0,0,0.0,False,
1693-6299;2808-1145,,0,0,0,0.0,False,
2684-804X,S4387997445,0,0,2,0.07142857142857142,True,
2723-0325;2723-0333,,0,0,0,0.0,False,
2655-5689;2656-4378,,0,0,0,0.0,False,
2775-4472,S4210240207,27,29,3,0.37037037037037035,True,
2549-8452,S4210200154,90,597,13,0.2857142857142857,True,
1979-1607;2747-0059,,0,0,0,0.0,False,
2721-9755,S4387288319,0,0,6,0.7083333333333334,True,
2745-4711,S4210215832,36,194,7,1.5833333333333333,True,
2528-3278,S4210222043,29,174,8,0.16666666666666666,True,
2252-7311;2549-6840,,0,0,0,0.0,False,
2541-2485,S4210194968,77,167,6,0.20689655172413793,True,
2615-8183;2615-8191,,0,0,0,0.0,False,
2087-9695;2580-1015,,0,0,0,0.0,False,
2808-5663,S4404677030,0,0,3,0.21428571428571427,True,
2685-709X;2685-905X,,0,0,0,0.0,False,
1411-5557;2962-7206,,0,0,0,0.0,False,
2087-3360;2714-7657,,0,0,0,0.0,False,
2477-3778;2622-8343,,0,0,0,0.0,False,
2252-6609;2502-6852,,0,0,0,0.0,False,
2527-4325;2580-7412,,0,0,0,0.0,False,
2655-8483;2714-9684,,0,0,0,0.0,False,
2355-9640;2580-5738,,0,0,0,0.0,False,
2774-2768,,0,0,0,0.0,False,
2747-1225;2774-5333,,0,0,0,0.0,False,
2581-2513;2685-0613,,0,0,0,0.0,False,
2686-3391;2774-728X,,0,0,0,0.0,False,
2087-748X;2579-6054,,0,0,0,0.0,False,
2615-4285;2615-5508,,0,0,0,0.0,False,
2746-1475,S4210184513,37,7,2,0.13333333333333333,True,
2598-6422,S4210197484,87,130,5,0.5294117647058824,True,
2460-2086;2599-1124,,0,0,0,0.0,False,
2684-8082,S4210207489,81,238,8,1.0952380952380953,True,
2775-2712,S4387289917,0,0,3,0.12195121951219512,True,
2723-360X;2723-3618,,0,0,0,0.0,False,
2614-8315;2714-6219,,0,0,0,0.0,False,
1410-3834;2597-7393,,0,0,0,0.0,False,
2407-0521;2654-7376,,0,0,0,0.0,False,
2302-7436;2656-8950,,0,0,0,0.0,False,
2579-4213,S4210234394,46,93,5,0.2413793103448276,True,
2685-3582,S4210222195,55,209,5,0.3448275862068966,True,
2623-162X;2656-4963,,0,0,0,0.0,False,
1858-3881;2356-0088,,0,0,0,0.0,False,
2087-085X;2549-5623,,0,0,0,0.0,False,
0852-0976;2460-3953,,0,0,0,0.0,False,
2622-5808;2655-6553,,0,0,0,0.0,False,
2598-4918;2599-0470,,0,0,0,0.0,False,
1411-4348;2541-4577,,0,0,0,0.0,False,
2302-0865;2621-346X,,0,0,0,0.0,False,
2775-5657;2775-5681,,0,0,0,0.0,False,
2620-6706;2686-0597,,0,0,0,0.0,False,
2620-3812;2620-8091,,0,0,0,0.0,False,
2338-039X;2477-538X,,0,0,0,0.0,False,
2442-9589;2614-7009,,0,0,0,0.0,False,
0853-0610;2442-675X,,0,0,0,0.0,False,
0854-6126;2580-5886,,0,0,0,0.0,False,
2407-7100;2579-3853,,0,0,0,0.0,False,
2614-5502;2614-7246,,0,0,0,0.0,False,
2623-0690;2655-3813,,0,0,0,0.0,False,
2622-7177;2623-1778,,0,0,0,0.0,False,
2621-024X;2621-0258,,0,0,0,0.0,False,
2685-161X,S4210236638,36,169,5,0.14285714285714285,True,
2549-4317;2686-083X,,0,0,0,0.0,False,
2722-1377,S4210212838,29,23,2,0.3333333333333333,True,
2527-4082;2622-920X,,0,0,0,0.0,False,
2549-4872;2654-4970,,0,0,0,0.0,False,
2579-8863;2656-6958,,0,0,0,0.0,False,
2721-401X;2721-4028,,0,0,0,0.0,False,
2656-2030;2685-6638,,0,0,0,0.0,False,
2774-1877;2774-1885,,0,0,0,0.0,False,
2655-7703;2715-2510,,0,0,0,0.0,False,
1978-6107;2580-7129,,0,0,0,0.0,False,
1693-1491;2774-5201,,0,0,0,0.0,False,
2614-8757;2615-2347,,0,0,0,0.0,False,
2775-0159,S4387290979,0,0,3,0.30434782608695654,True,
2339-0786;2502-1443,,0,0,0,0.0,False,
2685-5992,S4210233569,56,184,7,0.6206896551724138,True,
2620-5297,S4210219474,75,60,3,0.13043478260869565,True,
2746-8364,S4210219746,33,33,3,0.22857142857142856,True,
2597-7490;2598-2869,,0,0,0,0.0,False,
2579-5112;2579-5147,,0,0,0,0.0,False,
2087-7641;2622-3236,,0,0,0,0.0,False,
2615-3610;2615-4242,,0,0,0,0.0,False,
2085-8833;2797-6963,,0,0,0,0.0,False,
2654-4709;2654-4938,,0,0,0,0.0,False,
2338-607X;2656-7741,,0,0,0,0.0,False,
1411-8084;2807-1301,,0,0,0,0.0,False,
2621-0479;2746-5926,,0,0,0,0.0,False,
2715-2502,S4210209498,49,67,5,0.32142857142857145,True,
2656-3835;2686-2956,,0,0,0,0.0,False,
2613-9472;2746-3702,,0,0,0,0.0,False,
2579-8499;2579-8510,,0,0,0,0.0,False,
2503-3840,S4220651678,2,1,2,0.08695652173913043,True,
2722-9211;2722-922X,,0,0,0,0.0,False,
2807-1824,S4387286867,0,0,4,0.3333333333333333,True,
2723-2409;2774-8936,,0,0,0,0.0,False,
2715-5951;2715-596X,,0,0,0,0.0,False,
2460-8718;2460-8726,,0,0,0,0.0,False,
2809-1728;2809-6657,,0,0,0,0.0,False,
2615-1057;2810-0905,,0,0,0,0.0,False,
2747-0164,S4210206580,35,244,6,0.2222222222222222,True,
2615-2185;2615-2193,,0,0,0,0.0,False,
2549-5151;2549-5283,,0,0,0,0.0,False,
2502-0633;2502-4647,,0,0,0,0.0,False,
2580-1791,S4210184006,65,308,9,0.5,True,
2527-6212;2541-2876,,0,0,0,0.0,False,
2477-1198;2503-4812,,0,0,0,0.0,False,
2354-9580;2685-211X,,0,0,0,0.0,False,
0853-814X;2714-7622,,0,0,0,0.0,False,
0216-6747;2655-9552,,0,0,0,0.0,False,
2461-1484,,0,0,0,0.0,False,
2085-7853;2685-6786,,0,0,0,0.0,False,
2655-8009;2655-8572,,0,0,0,0.0,False,
2774-7859,S4210221883,36,87,5,0.6896551724137931,True,
2716-1943,S4387282339,0,0,4,0.3448275862068966,True,
1411-9447;2686-4894,,0,0,0,0.0,False,
1693-7554;2654-3990,,0,0,0,0.0,False,
2541-3570;2580-9024,,0,0,0,0.0,False,
2797-6920;2797-7064,,0,0,0,0.0,False,
2655-9498,S4210237812,36,172,7,0.21875,True,
2723-0457,S4387279761,0,0,3,0.0,True,
2657-1064,S4210180466,56,423,8,0.7037037037037037,True,
2088-6802;2442-6830,,0,0,0,0.0,False,
2964-0792,S4387287611,0,0,3,0.3333333333333333,True,
2597-6257;2597-7946,,0,0,0,0.0,False,
2528-5971;2528-598X,,0,0,0,0.0,False,
2685-2527,S4210216134,41,80,3,0.0,True,
2549-8681,S4210222046,67,53,3,0.041666666666666664,True,
2654-4512;2655-1373,,0,0,0,0.0,False,
2774-8200,S4220650819,30,73,4,0.2962962962962963,True,
2654-3311;2654-3419,,0,0,0,0.0,False,
2657-0424;2657-0432,,0,0,0,0.0,False,
2798-3528,S4387286214,0,0,6,0.5555555555555556,True,
2774-7999;2774-8723,,0,0,0,0.0,False,
2684-852X,S4210236593,54,196,7,0.3548387096774194,True,
2460-383X;2477-8249,,0,0,0,0.0,False,
2579-4515;2579-5759,,0,0,0,0.0,False,
2477-5282;2599-3127,,0,0,0,0.0,False,
1829-6483;2614-1736,,0,0,0,0.0,False,
2087-9938;2655-9714,,0,0,0,0.0,False,
2503-054X;2580-9288,,0,0,0,0.0,False,
2715-2448;2715-7199,,0,0,0,0.0,False,
2720-9490;2721-4877,,0,0,0,0.0,False,
2549-4880;2614-1310,,0,0,0,0.0,False,
1410-4903;2746-6477,,0,0,0,0.0,False,
2721-1525,S4210178074,29,62,4,0.5652173913043478,True,
2549-8223,S4210181575,74,97,4,0.22857142857142856,True,
2963-5233,S4387286057,0,0,1,0.045454545454545456,True,
2721-5962;2721-768X,,0,0,0,0.0,False,
2962-7184,S4387285600,0,0,2,0.12121212121212122,True,
2685-3833,S4210232559,50,43,3,0.25,True,
2987-0933;2987-2723,,0,0,0,0.0,False,
2337-8794;2621-5292,,0,0,0,0.0,False,
2338-2058;2621-2986,,0,0,0,0.0,False,
2338-2066;2621-2994,,0,0,0,0.0,False,
2337-7666;2541-6499,,0,0,0,0.0,False,
2776-1576,,0,0,0,0.0,False,
2621-5926,S4210178563,20,27,3,0.0,True,
2830-0475,S4387282639,0,0,2,0.10714285714285714,True,
2527-4627;2579-9010,,0,0,0,0.0,False,
2654-8151;2654-816X,,0,0,0,0.0,False,
2597-7555;2598-9871,,0,0,0,0.0,False,
2442-5028;2460-4291,,0,0,0,0.0,False,
2715-5862;2715-5870,,0,0,0,0.0,False,
2775-8869;2776-0243,,0,0,0,0.0,False,
1907-0640;2654-7163,,0,0,0,0.0,False,
2798-5636;2798-7043,,0,0,0,0.0,False,
2798-334X;2798-9488,,0,0,0,0.0,False,
2089-5674;2684-8015,,0,0,0,0.0,False,
2722-3973;2722-3981,,0,0,0,0.0,False,
2548-2181;2548-2300,,0,0,0,0.0,False,
2721-7752;2721-9704,,0,0,0,0.0,False,
2528-3669,,0,0,0,0.0,False,
2354-9513,,0,0,0,0.0,False,
2747-0792;2747-0806,,0,0,0,0.0,False,
2721-5679;2722-466X,,0,0,0,0.0,False,
1978-3469;2657-1927,,0,0,0,0.0,False,
2615-2363;2774-4981,,0,0,0,0.0,False,
2085-5230;2580-7668,,0,0,0,0.0,False,
1978-3477;2087-8575,,0,0,0,0.0,False,
2745-522X;2746-0312,,0,0,0,0.0,False,
2597-5161;2597-6915,,0,0,0,0.0,False,
2476-9754;2623-0429,,0,0,0,0.0,False,
2089-6573;2614-1744,,0,0,0,0.0,False,
2089-7553;2685-9548,,0,0,0,0.0,False,
2623-0534;2655-1454,,0,0,0,0.0,False,
2089-6662,S4210193710,7,13,3,0.16666666666666666,True,
1907-0144;2776-1452,,0,0,0,0.0,False,
2797-586X,,0,0,0,0.0,False,
2548-6055,,0,0,0,0.0,False,
2716-3105;2721-0103,,0,0,0,0.0,False,
2088-8260;2721-3323,,0,0,0,0.0,False,
2355-4673;2621-3710,,0,0,0,0.0,False,
2615-3270;2615-3599,,0,0,0,0.0,False,
2580-7900;2686-0198,,0,0,0,0.0,False,
2654-2501,S4210215056,37,64,4,0.2702702702702703,True,
2252-7605;2808-7305,,0,0,0,0.0,False,
2252-4266;2615-3394,,0,0,0,0.0,False,
2337-7542;2615-6709,,0,0,0,0.0,False,
3025-0218,,0,0,0,0.0,False,
2745-7877;2746-0851,,0,0,0,0.0,False,
2620-3405;2620-519X,,0,0,0,0.0,False,
2721-2149;2809-7513,,0,0,0,0.0,False,
2338-6746;2615-3491,,0,0,0,0.0,False,
2807-7342;2807-7830,,0,0,0,0.0,False,
2528-0317;2528-0325,,0,0,0,0.0,False,
2746-2218,S4210235376,35,29,3,0.14285714285714285,True,
1412-1840;2621-9093,,0,0,0,0.0,False,
2745-536X,S4210221803,35,41,4,0.34782608695652173,True,
2623-1999;2654-3591,,0,0,0,0.0,False,
2549-080X;2807-4017,,0,0,0,0.0,False,
1907-9907;2656-4688,,0,0,0,0.0,False,
2620-5777;2620-6773,,0,0,0,0.0,False,
2657-098X,S4210202683,7,14,3,0.08,True,
2621-1068,S4210224461,61,103,4,0.0,True,
1907-5243;2655-8416,,0,0,0,0.0,False,
2685-8304,S4210208091,62,57,4,0.22,True,
2656-4467;2656-8977,,0,0,0,0.0,False,
2746-542X,S4210176882,36,36,3,0.07692307692307693,True,
2746-430X,S4210198808,33,96,5,0.4090909090909091,True,
2721-3870;2721-3889,,0,0,0,0.0,False,
2089-2608;2614-0527,,0,0,0,0.0,False,
2614-4204;2615-465X,,0,0,0,0.0,False,
2337-7097;2721-4931,,0,0,0,0.0,False,
2339-2185;2654-3869,,0,0,0,0.0,False,
2774-8510;2774-8928,,0,0,0,0.0,False,
2807-1549,S4386621830,0,0,4,0.4827586206896552,True,
2503-5088,S4210189665,35,30,4,0.0,True,
2809-4433;2809-5081,,0,0,0,0.0,False,
2549-3035;2829-3703,,0,0,0,0.0,False,
1978-8029;2580-9792,,0,0,0,0.0,False,
2721-611X,S4210227731,45,57,4,0.06451612903225806,True,
2656-9485,S4210176649,55,59,4,0.5,True,
2721-6268,S4210221700,24,76,4,0.12903225806451613,True,
2086-4590;2714-7541,,0,0,0,0.0,False,
2528-0112,S4210221244,66,40,3,0.05263157894736842,True,
2528-7559;2614-672X,,0,0,0,0.0,False,
1412-3681;2442-4617,,0,0,0,0.0,False,
2598-3105;2723-2581,,0,0,0,0.0,False,
2723-2573;2745-9276,,0,0,0,0.0,False,
2723-2638;2745-9314,,0,0,0,0.0,False,
2723-2492;2745-9322,,0,0,0,0.0,False,
2723-2484;2745-9330,,0,0,0,0.0,False,
2723-259X;2745-9284,,0,0,0,0.0,False,
2723-262X;2745-9306,,0,0,0,0.0,False,
2807-1700;2807-1948,,0,0,0,0.0,False,
2715-6419,S4210236598,50,227,9,0.21739130434782608,True,
2685-6956,S4220651243,10,11,2,0.25,True,
2714-8866,S4220650917,1,0,1,0.2857142857142857,True,
2087-3352;2686-1992,,0,0,0,0.0,False,
2774-9517;2776-1835,,0,0,0,0.0,False,
2774-9525;2775-9679,,0,0,0,0.0,False,
1693-7775,,0,0,0,0.0,False,
2549-2241;2614-042X,,0,0,0,0.0,False,
2620-7265;2775-7080,,0,0,0,0.0,False,
2655-0938;2655-1322,,0,0,0,0.0,False,
2685-3248;2685-5887,,0,0,0,0.0,False,
2722-1628,S4210189811,29,121,6,0.2916666666666667,True,
2597-7164;2655-3147,,0,0,0,0.0,False,
2580-4561;2580-457X,,0,0,0,0.0,False,
2684-7671;2685-6506,,0,0,0,0.0,False,
2654-4776;2684-9933,,0,0,0,0.0,False,
2580-6165;2597-8632,,0,0,0,0.0,False,
2985-6639,,0,0,0,0.0,False,
2722-8975,S4210189920,29,69,5,0.14814814814814814,True,
0852-9124;2714-7754,,0,0,0,0.0,False,
2623-0259;2655-240X,,0,0,0,0.0,False,
2721-5032;2721-5040,,0,0,0,0.0,False,
2745-4770;2745-6315,,0,0,0,0.0,False,
2620-8415;2621-9484,,0,0,0,0.0,False,
2745-7222,S4210205924,40,147,8,0.4,True,
2685-9491;2685-9505,,0,0,0,0.0,False,
2809-5014;2809-5766,,0,0,0,0.0,False,
1907-8463;2722-8568,,0,0,0,0.0,False,
2722-0419,S4210208530,38,92,5,0.32,True,
1979-4932;2715-2596,,0,0,0,0.0,False,
2828-9234,S4387279380,0,0,1,0.034482758620689655,True,
1907-2430;2580-3891,,0,0,0,0.0,False,
2722-8657;2722-8800,,0,0,0,0.0,False,
2656-1972;2656-8179,,0,0,0,0.0,False,
2746-489X;2774-5864,,0,0,0,0.0,False,
2723-4568;2723-4576,,0,0,0,0.0,False,
2548-6896;2597-4858,,0,0,0,0.0,False,
2302-9862;2776-8562,,0,0,0,0.0,False,
2548-754X;2548-7957,,0,0,0,0.0,False,
2715-6583,S4394708407,0,0,2,0.21428571428571427,True,
1979-5750;2654-5705,,0,0,0,0.0,False,
2685-7529;2685-9467,,0,0,0,0.0,False,
2355-7494;2541-6316,,0,0,0,0.0,False,
2502-5473;2808-0106,,0,0,0,0.0,False,
2716-4098;2720-8966,,0,0,0,0.0,False,
2715-6125;2715-6133,,0,0,0,0.0,False,
2722-3388;2722-3396,,0,0,0,0.0,False,
2684-9364,S4387291790,0,0,3,0.21739130434782608,True,
2716-0769,S4210218141,14,14,3,0.3,True,
2775-2941;2827-8690,,0,0,0,0.0,False,
2721-1207;2721-1304,,0,0,0,0.0,False,
2356-0495;2716-4101,,0,0,0,0.0,False,
2720-9903;2721-9143,,0,0,0,0.0,False,
2715-7245;2716-3113,,0,0,0,0.0,False,
2715-548X;2715-5498,,0,0,0,0.0,False,
2355-9292,,0,0,0,0.0,False,
2621-2161,S4387282707,0,0,3,0.2222222222222222,True,
2527-8185,S4210202601,27,29,3,0.32432432432432434,True,
2302-2191;3030-9964,,0,0,0,0.0,False,
2774-5236,S4394736048,0,0,0,0.0,True,
2745-634X;2745-6358,,0,0,0,0.0,False,
2442-6857;2715-6680,,0,0,0,0.0,False,
2302-0873,,0,0,0,0.0,False,
1907-0993;2442-8264,,0,0,0,0.0,False,
2503-1457;2746-7511,,0,0,0,0.0,False,
2828-7592,S4387282180,0,0,6,0.4,True,
2356-0983,,0,0,0,0.0,False,
2598-2087;2598-2095,,0,0,0,0.0,False,
2621-8720;2621-9980,,0,0,0,0.0,False,
2722-2179,S4210239741,37,148,7,0.5555555555555556,True,
2722-3337;2722-3345,,0,0,0,0.0,False,
2722-8908;2722-8916,,0,0,0,0.0,False,
1978-5763;2579-3896,,0,0,0,0.0,False,
2774-2466;2775-1341,,0,0,0,0.0,False,
2528-0163,S4210236672,82,395,12,0.6538461538461539,True,
1978-1679;2579-311X,,0,0,0,0.0,False,
2337-3636;2527-6425,,0,0,0,0.0,False,
2745-7826,S4210212839,43,241,10,1.2424242424242424,True,
2776-7574,S4210169216,25,62,5,0.6538461538461539,True,
2774-6070,S4210200223,7,6,2,0.05555555555555555,True,
2809-9753;2828-3473,,0,0,0,0.0,False,
2746-7473,S4220651671,43,79,5,0.5333333333333333,True,
2747-2159,S4387287099,0,0,3,0.19047619047619047,True,
2548-1843;2621-8704,,0,0,0,0.0,False,
1978-2306;2655-6618,,0,0,0,0.0,False,
2986-6812,,0,0,0,0.0,False,
2088-1045;2714-5476,,0,0,0,0.0,False,
2716-0491;2722-516X,,0,0,0,0.0,False,
2339-1847;2684-9968,,0,0,0,0.0,False,
2715-2014,S4210241162,61,16,2,0.0,True,
2775-7552,S4387282244,0,0,1,0.038461538461538464,True,
2549-2624;2580-4650,,0,0,0,0.0,False,
2087-8893;2527-3671,,0,0,0,0.0,False,
2827-881X,S4387278884,0,0,2,0.2,True,
2723-374X,S4210238426,24,53,4,0.28,True,
2460-0016;2548-3870,,0,0,0,0.0,False,
2654-881X;2654-9174,,0,0,0,0.0,False,
2798-9429;2807-1174,,0,0,0,0.0,False,
2085-3793,,0,0,0,0.0,False,
2655-3309;2656-4475,,0,0,0,0.0,False,
2622-7908;2622-7916,,0,0,0,0.0,False,
2622-7843;2622-7894,,0,0,0,0.0,False,
2301-9670;2477-5363,,0,0,0,0.0,False,
2302-3171,,0,0,0,0.0,False,
2528-0120;2580-5916,,0,0,0,0.0,False,
2085-0689;2503-0728,,0,0,0,0.0,False,
2356-4946;2477-2119,,0,0,0,0.0,False,
2723-1283,S4210184397,43,12,2,0.0,True,
2807-5609,S4387281242,0,0,4,0.18518518518518517,True,
2745-7214,S4387286764,0,0,4,0.3157894736842105,True,
2303-1476;2303-1867,,0,0,0,0.0,False,
2686-5459,S4387292712,0,0,0,0.0,True,
2503-300X,S4210185661,96,576,13,0.5555555555555556,True,
2580-6033,S4210233206,30,92,5,0.0,True,
2549-0052,,0,0,0,0.0,False,
2089-3035;2774-4469,,0,0,0,0.0,False,
2715-209X;2829-8020,,0,0,0,0.0,False,
2715-4580;2715-8268,,0,0,0,0.0,False,
2656-9523;2657-1269,,0,0,0,0.0,False,
2443-1664;2986-5492,,0,0,0,0.0,False,
1907-3240;2798-625X,,0,0,0,0.0,False,
2338-2554;2809-0691,,0,0,0,0.0,False,
2460-335X,S4387284474,0,0,2,0.23076923076923078,True,
2088-107X;2722-6565,,0,0,0,0.0,False,
2302-2027;2686-6579,,0,0,0,0.0,False,
0854-9524;2623-1786,,0,0,0,0.0,False,
2085-3343;2714-8769,,0,0,0,0.0,False,
2722-8274,S4210202506,38,30,2,0.18518518518518517,True,
2623-1069,S4210173080,6,13,2,0.0,True,
