issn_buscado,openalex_id,works_count,cited_by_count,h_index,2yr_mean_citedness,is_in_openalex,error
1415-8264;2675-049X,,0,0,0,0.0,False,
2238-782X,,0,0,0,0.0,False,
1981-3163,S44285222,2154,8335,25,0.71,True,
2526-8910,S4210189390,984,3793,23,0.7554179566563467,True,
1808-799X,S2737437775,602,1113,12,0.22151898734177214,True,
1519-6186,,0,0,0,0.0,False,
1983-0408;2447-1801,,0,0,0,0.0,False,
1982-1123,S4210222393,781,374,9,0.125,True,
0104-026X;1806-9584,,0,0,0,0.0,False,
1679-9216,S167064729,2863,8650,26,0.09905660377358491,True,
1679-4915;1980-5071,,0,0,0,0.0,False,
2358-0852,S4387278396,0,0,1,0.0,True,
2526-219X,,0,0,0,0.0,False,
2358-1840,S2737922099,245,124,4,0.16201117318435754,True,
2175-1943;2526-6349,,0,0,0,0.0,False,
1982-8829,S2737559362,601,1128,11,0.3181818181818182,True,
1809-0583;2317-2606,,0,0,0,0.0,False,
2176-2708;2177-6342,,0,0,0,0.0,False,
2525-9385,,0,0,0,0.0,False,
2447-9454,,0,0,0,0.0,False,
2358-3088,S4210207964,801,1079,10,0.58,True,
2763-7697,,0,0,0,0.0,False,
2358-9868,S2739409717,569,186,5,0.15789473684210525,True,
1677-5090;2236-5222,,0,0,0,0.0,False,
1809-0044;1984-3526,,0,0,0,0.0,False,
1518-3483;1981-416X,,0,0,0,0.0,False,
1981-9390,,0,0,0,0.0,False,
0102-8758;2179-1309,,0,0,0,0.0,False,
2675-4029,S4210228463,67,33,3,0.08403361344537816,True,
2358-7814,S4210222600,231,234,8,0.27007299270072993,True,
0100-316X;1983-2125,,0,0,0,0.0,False,
2447-7141;2675-9918,,0,0,0,0.0,False,
2447-6099,S4387287135,0,0,4,0.24,True,
1981-8416,S2738165242,761,1029,11,0.15602836879432624,True,
2596-0954,,0,0,0,0.0,False,
1981-9919,S2738099252,47,22,2,0.0,True,
2175-5604,S2739076525,934,3333,19,0.09389671361502347,True,
2176-7270,,0,0,0,0.0,False,
2358-8446,,0,0,0,0.0,False,
2175-7275,S4210193873,528,761,9,0.15508021390374332,True,
2447-5580,S2764876031,521,233,6,0.14084507042253522,True,
2178-7727,S4210223866,342,987,13,0.5,True,
2675-0783,S4387288428,0,0,0,0.0,True,
1982-7806,S2737128648,655,627,9,0.2342857142857143,True,
0104-3293;2447-5246,,0,0,0,0.0,False,
1980-2544,,0,0,0,0.0,False,
2594-3901,S4210218422,90,41,3,0.061855670103092786,True,
1808-2793,S2739085082,1833,3142,17,0.2459016393442623,True,
1518-7012;1984-042X,,0,0,0,0.0,False,
2317-8671,,0,0,0,0.0,False,
1676-3041;1808-4281,,0,0,0,0.0,False,
2359-6856,S2738675393,546,430,7,0.15294117647058825,True,
2763-9061,S4387283521,0,0,5,0.0,True,
2446-4813,S2739217285,976,1004,13,0.2541436464088398,True,
0103-6858;2317-9945,,0,0,0,0.0,False,
2178-6011,S2764925572,1453,4988,24,0.7282608695652174,True,
2675-908X,S4210238630,79,22,5,0.1951219512195122,True,
2358-1433,,0,0,0,0.0,False,
1676-1901,S2739380650,1060,2824,14,0.18867924528301888,True,
2238-7692,S4210214599,263,18,2,0.136,True,
1809-4031;1809-4309,,0,0,0,0.0,False,
1984-3852,S2739026254,1,0,1,0.0,True,
2238-3565,S2737015751,59,12,2,0.1111111111111111,True,
1981-4089,S4387285504,0,0,2,0.04819277108433735,True,
2238-7587,S4210209636,30,1,1,0.0,True,
1982-9507;2238-2046,,0,0,0,0.0,False,
1413-4233;2176-0896,,0,0,0,0.0,False,
2675-8555,,0,0,0,0.0,False,
2447-8733,S4210173400,850,513,9,0.14423076923076922,True,
2595-8801,S4210200497,153,59,4,0.09243697478991597,True,
2178-2865,S2737993834,1009,998,11,0.11242603550295859,True,
1415-7543;1981-9021,,0,0,0,0.0,False,
2675-4827,S4387281184,0,0,3,0.0967741935483871,True,
2526-9062,S4210206594,321,591,8,0.192,True,
2674-9998,,0,0,0,0.0,False,
0104-8112;2596-2809,,0,0,0,0.0,False,
2238-1171,S2736386785,630,1839,16,0.38513513513513514,True,
2595-9840,S4210208947,55,8,2,0.0,True,
1808-7329;1809-0893,,0,0,0,0.0,False,
1516-5388;1983-3156,,0,0,0,0.0,False,
1518-5648;1984-0187,,0,0,0,0.0,False,
2176-9168,S2736400420,650,1258,13,0.3231707317073171,True,
2359-3652,S4210185650,670,850,11,0.08125,True,
1517-1949;1983-9278,,0,0,0,0.0,False,
1519-3985;2176-1485,,0,0,0,0.0,False,
1678-1244;2236-9929,,0,0,0,0.0,False,
2319-0612,S2764805563,951,958,9,0.2543103448275862,True,
0102-5430;2178-8650,,0,0,0,0.0,False,
2176-9079;2177-5133,,0,0,0,0.0,False,
2764-0337,S4210221915,50,24,1,0.022727272727272728,True,
2179-684X,S4210222724,608,474,7,0.03636363636363636,True,
2316-7041,S4210214231,224,342,8,0.075,True,
1516-0351;1807-8389,,0,0,0,0.0,False,
2526-2815;2526-4923,,0,0,0,0.0,False,
2675-8539,S4210235138,262,354,6,0.2956204379562044,True,
1807-7307;1983-2656,,0,0,0,0.0,False,
2525-6475,S4210224707,103,153,3,0.0,True,
2237-9460,S4210238501,613,866,11,0.15568862275449102,True,
0104-3552;2764-6149,,0,0,0,0.0,False,
2675-9144,S4404661850,0,0,1,0.0,True,
2237-6453,S4210199308,794,1626,14,0.17901234567901234,True,
2446-922X,S4210213789,357,480,9,0.21705426356589147,True,
0102-4809;2358-9787,,0,0,0,0.0,False,
1679-849X,S2738537911,379,79,3,0.0196078431372549,True,
1519-6569;2319-0868,,0,0,0,0.0,False,
2317-3009,S2764756354,3605,1705,12,0.12,True,
0104-4060;1984-0411,,0,0,0,0.0,False,
2176-9206,S2738224174,723,1780,14,0.33783783783783783,True,
2176-1841,,0,0,0,0.0,False,
1982-1816,S4210190640,2041,660,9,0.12903225806451613,True,
2177-5230,S4210180412,870,1267,12,0.20437956204379562,True,
1677-3861;1984-7513,,0,0,0,0.0,False,
2675-7737,,0,0,0,0.0,False,
2965-0968,S4387287070,0,0,2,0.0963855421686747,True,
2177-7691,S4210200240,566,584,9,0.13125,True,
2526-4036,S4387279082,0,0,1,0.0,True,
2236-5842,,0,0,0,0.0,False,
1676-9457;2316-7548,,0,0,0,0.0,False,
0103-9954;1980-5098,,0,0,0,0.0,False,
2763-8898,S4387278505,0,0,4,0.15436241610738255,True,
2359-3717,,0,0,0,0.0,False,
2317-2460,S4210168264,216,227,6,0.3883495145631068,True,
1677-6097;2358-4319,,0,0,0,0.0,False,
2763-8286,,0,0,0,0.0,False,
2675-3103,S4404664657,0,0,1,0.0,True,
0104-7043;2358-0194,,0,0,0,0.0,False,
2596-2302,,0,0,0,0.0,False,
1980-2552;2675-1216,,0,0,0,0.0,False,
2763-7824,S4210240051,56,71,4,0.18556701030927836,True,
2358-2448,,0,0,0,0.0,False,
2178-3470;2965-4742,,0,0,0,0.0,False,
1679-768X,S4210170482,369,832,15,0.16216216216216217,True,
2317-5419,,0,0,0,0.0,False,
2318-5732,S4210182410,303,227,8,0.2,True,
2238-8346,S4210220395,484,369,6,0.16666666666666666,True,
2594-9004,S4210184412,339,728,11,0.41818181818181815,True,
2448-0819,S4404662198,0,0,1,0.0,True,
1676-2592,S2737549463,1325,3007,19,0.296875,True,
2965-4971,,0,0,0,0.0,False,
1679-3951,S201645574,1360,9812,39,0.5877862595419847,True,
2763-5678,S4210238070,237,58,3,0.10606060606060606,True,
2318-8472,S4210182313,908,440,6,0.09815950920245399,True,
1981-6278,S30403921,1396,3622,24,0.6258992805755396,True,
1981-9927,S2739322704,709,513,7,0.0,True,
2526-0782,,0,0,0,0.0,False,
1518-2924,S2738714733,1056,2631,19,0.5652173913043478,True,
2177-3815;2525-8133,,0,0,0,0.0,False,
1519-5392;2764-0809,,0,0,0,0.0,False,
1519-9029,S2736709357,999,1869,16,0.2024793388429752,True,
1984-4506,S2738686483,504,331,7,0.05660377358490566,True,
1984-686X,S2737780775,996,2844,16,0.3986013986013986,True,
1519-1540;2236-5664,,0,0,0,0.0,False,
2764-6769,S4387280854,0,0,1,0.02830188679245283,True,
1983-7828,S4210184534,968,299,6,0.03184713375796178,True,
2176-3070,S4210197455,497,321,6,0.06944444444444445,True,
2674-6719,,0,0,0,0.0,False,
2675-3456,S4210219592,125,64,3,0.11607142857142858,True,
0103-6041;2595-4377,,0,0,0,0.0,False,
1678-3425,S4210211408,233,54,2,0.01639344262295082,True,
1807-1600,S2738187160,2127,5626,23,0.29213483146067415,True,
2238-5800,S4210238502,694,499,10,0.1836734693877551,True,
2965-2758,S4387290190,0,0,3,0.19230769230769232,True,
2177-2770,S4210214628,497,335,7,0.2222222222222222,True,
2177-8426,S4404664067,0,0,1,0.0,True,
2177-4919;2178-0498,,0,0,0,0.0,False,
1980-9026,S4210172511,495,90,3,0.014778325123152709,True,
2448-2889,,0,0,0,0.0,False,
1980-3141;2675-1909,,0,0,0,0.0,False,
1807-1236;2238-2593,,0,0,0,0.0,False,
1413-0378;2358-727X,,0,0,0,0.0,False,
2675-3596,S4210214706,69,31,3,0.16666666666666666,True,
2357-9730,S2764879641,874,1149,11,0.12698412698412698,True,
2237-3691;2237-9223,,0,0,0,0.0,False,
2675-5157,S4210239110,95,57,4,0.09574468085106383,True,
1415-6938;2178-695X,,0,0,0,0.0,False,
1808-107X;1984-9206,,0,0,0,0.0,False,
2179-0981;2316-848X,,0,0,0,0.0,False,
1984-3690,,0,0,0,0.0,False,
2236-3165,S2737301719,35,25,6,0.11764705882352941,True,
2177-7837,S4210196160,248,202,6,0.03488372093023256,True,
2358-1557,,0,0,0,0.0,False,
2236-2649,,0,0,0,0.0,False,
1415-8698;1984-8412,,0,0,0,0.0,False,
2675-9780,S4210211365,381,503,7,0.42618384401114207,True,
1981-8920,S2739172281,1015,2398,18,0.2765957446808511,True,
2175-8689,S4210217482,313,616,8,0.10606060606060606,True,
1518-1812;1809-7529,,0,0,0,0.0,False,
2674-9297,S4210181389,563,139,5,0.07929515418502203,True,
1984-5685,S4210188401,861,1509,15,0.07142857142857142,True,
1809-3507,S4210223386,565,76,3,0.03875968992248062,True,
2447-6684,S4210235282,328,192,6,0.047058823529411764,True,
2177-160X,,0,0,0,0.0,False,
2526-7523,,0,0,0,0.0,False,
1415-4498;2596-2477,,0,0,0,0.0,False,
2446-7413,S4210199776,296,20,2,0.022222222222222223,True,
1516-4039;2358-3428,,0,0,0,0.0,False,
2237-4450,S4210196210,206,227,6,0.19444444444444445,True,
2966-1900,,0,0,0,0.0,False,
2317-7721,S2739129023,946,1611,12,0.23780487804878048,True,
1981-4127,S4210208380,225,183,6,0.14414414414414414,True,
1984-6150,S4306531810,344,27,2,0.0,True,
1808-835X;2238-975X,,0,0,0,0.0,False,
0104-754X;1982-8918,,0,0,0,0.0,False,
0103-4014;1806-9592,,0,0,0,0.0,False,
1980-5799,S2738586625,838,848,9,0.10084033613445378,True,
0102-6801;1982-596X,,0,0,0,0.0,False,
1415-2681;1981-9897,,0,0,0,0.0,False,
2526-2882,S4210175548,256,125,5,0.0,True,
2675-519X,S4210195222,252,596,10,0.25757575757575757,True,
1677-3225,S2764502577,999,5546,23,0.6065573770491803,True,
2178-7719,S2738951665,510,259,7,0.07042253521126761,True,
2675-3065,,0,0,0,0.0,False,
1518-2711,,0,0,0,0.0,False,
2526-9720,S4210171759,853,1162,12,0.3591549295774648,True,
2358-2367,S4210208175,563,58,3,0.0,True,
2527-2667,S4386872342,0,0,1,0.0,True,
2316-462X;2316-686X,,0,0,0,0.0,False,
1518-4919;2358-0801,,0,0,0,0.0,False,
2594-5467,S4404673503,0,0,1,0.0,True,
1678-7757;1678-7765,,0,0,0,0.0,False,
2238-4405,,0,0,0,0.0,False,
2236-5753,,0,0,0,0.0,False,
2965-2901;2965-2987,,0,0,0,0.0,False,
2176-8412,S2736679489,17,14,2,0.0,True,
1809-4449,S179029225,1201,10862,48,0.183206106870229,True,
2674-7901,,0,0,0,0.0,False,
2594-4754,S4210197061,96,92,3,0.1864406779661017,True,
2317-0093,S2737392348,552,421,6,0.21323529411764705,True,
1414-7378;2179-7331,,0,0,0,0.0,False,
1679-3749;2317-2096,,0,0,0,0.0,False,
1516-9219;2236-8612,,0,0,0,0.0,False,
1981-0253,S4210197887,250,44,3,0.013333333333333334,True,
1984-3704,S4210211343,344,477,8,0.0847457627118644,True,
1984-5634,,0,0,0,0.0,False,
2238-4391,S4210187479,803,2022,19,0.6058394160583942,True,
1414-5146,S4387284690,0,0,1,0.0,True,
1516-215X;1984-3291,,0,0,0,0.0,False,
0102-762X;2176-2724,,0,0,0,0.0,False,
2176-3305,,0,0,0,0.0,False,
2965-1670,S4404663149,0,0,0,0.0,True,
2319-0418,,0,0,0,0.0,False,
1678-5622;1982-7660,,0,0,0,0.0,False,
1809-8363,S4210224038,784,1766,15,0.26666666666666666,True,
2447-0899;2447-3073,,0,0,0,0.0,False,
1809-5909;2179-7994,,0,0,0,0.0,False,
1981-3171,S4210168781,799,1714,12,0.4015151515151515,True,
1980-2072;2238-6939,,0,0,0,0.0,False,
2526-5970,S4387282904,0,0,3,0.06542056074766354,True,
2237-2660,S2738849237,566,743,9,0.13194444444444445,True,
2238-9210,,0,0,0,0.0,False,
1676-1030;2359-4381,,0,0,0,0.0,False,
2965-0232,,0,0,0,0.0,False,
1414-0594,,0,0,0,0.0,False,
1677-4280,S4306525170,543,479,8,0.0,True,
2237-9185,S4210230300,283,384,8,0.34285714285714286,True,
1676-4285,S2764830343,2510,4879,20,0.3142857142857143,True,
1519-5902;2238-0094,,0,0,0,0.0,False,
2525-507X,S4210222913,197,229,5,0.14102564102564102,True,
0034-7701;1678-9857,,0,0,0,0.0,False,
2176-8943,S4210235953,401,219,5,0.043478260869565216,True,
2764-1872,,0,0,0,0.0,False,
2236-918X;2763-9037,,0,0,0,0.0,False,
1518-2797;1809-6891,,0,0,0,0.0,False,
1809-6867;1984-3542,,0,0,0,0.0,False,
1517-1256;2318-4884,,0,0,0,0.0,False,
1984-7238,S4393917424,0,0,11,0.15254237288135594,True,
2176-7114,S4210214886,901,1074,12,0.30833333333333335,True,
1808-6136;2674-7499,,0,0,0,0.0,False,
2525-670X,,0,0,0,0.0,False,
1984-2147;2595-2420,,0,0,0,0.0,False,
2317-305X,,0,0,0,0.0,False,
1517-106X;1807-0299,,0,0,0,0.0,False,
1413-6457;2675-6846,,0,0,0,0.0,False,
2526-1789,S4210227807,425,507,10,0.2229299363057325,True,
0101-7187,S2737691468,591,387,6,0.15,True,
2316-817X,,0,0,0,0.0,False,
2526-3943,S4387281697,0,0,2,0.039603960396039604,True,
0102-700X;2237-8723,,0,0,0,0.0,False,
1981-2035;2525-328X,,0,0,0,0.0,False,
1516-0874;1984-5596,,0,0,0,0.0,False,
2316-8374,,0,0,0,0.0,False,
2526-2963,S4210219190,340,320,7,0.2727272727272727,True,
1984-6835,S4210226491,2287,7316,30,0.5211267605633803,True,
1809-239X,S2737787004,1041,1049,11,0.2916666666666667,True,
2448-3931,S2738317035,658,129,4,0.0410958904109589,True,
2526-2750,,0,0,0,0.0,False,
2236-2991,,0,0,0,0.0,False,
2358-0844,S4210196894,440,732,13,0.13186813186813187,True,
1519-1974;2236-5176,,0,0,0,0.0,False,
2236-1375,,0,0,0,0.0,False,
2179-4200,S4210186446,236,719,12,0.2967032967032967,True,
1414-6312;1984-4530,,0,0,0,0.0,False,
1980-3494,,0,0,0,0.0,False,
1808-6578;2238-7315,,0,0,0,0.0,False,
2594-9888,S4210206149,93,15,2,0.1,True,
1984-7246,S4210194570,426,259,5,0.15833333333333333,True,
1807-1627;2674-7251,,0,0,0,0.0,False,
1678-9059;2318-180X,,0,0,0,0.0,False,
2177-9961,S4210180702,439,198,5,0.05434782608695652,True,
2359-4799,S4210237896,306,301,6,0.20481927710843373,True,
2236-9716,,0,0,0,0.0,False,
1809-0249;2178-2679,,0,0,0,0.0,False,
2238-8869,S2736936350,646,1041,13,0.19607843137254902,True,
2237-0021;2316-8218,,0,0,0,0.0,False,
1809-5208;1981-4712,,0,0,0,0.0,False,
1807-8893;1808-5245,,0,0,0,0.0,False,
2448-0738,,0,0,0,0.0,False,
0104-6330;2448-1769,,0,0,0,0.0,False,
2595-7899,S4210231451,354,710,12,0.4186046511627907,True,
2179-7692,S2736409792,863,4297,22,0.8909090909090909,True,
2447-536X,S2737511393,1078,3057,23,1.5757575757575757,True,
2447-0783,S4210194653,383,209,6,0.11278195488721804,True,
2966-1293,,0,0,0,0.0,False,
2674-970X;2675-1097,,0,0,0,0.0,False,
1516-4896;1981-0431,,0,0,0,0.0,False,
1414-8609;2238-3786,,0,0,0,0.0,False,
2316-3267,S4210187947,80,4,2,0.012345679012345678,True,
1983-778X,S4210239537,571,229,6,0.1504424778761062,True,
1517-509X;2595-1742,,0,0,0,0.0,False,
2674-8630,,0,0,0,0.0,False,
2178-5945,S4210209222,169,149,5,0.24324324324324326,True,
2595-6329,S4210236449,34,3,1,0.0,True,
2447-5467,S2738721394,306,424,9,0.7352941176470589,True,
2674-936X,,0,0,0,0.0,False,
1982-5498;2238-4286,,0,0,0,0.0,False,
2526-7647,S4210189389,235,543,11,0.25316455696202533,True,
0015-3826;1982-4688,,0,0,0,0.0,False,
1981-5484,S4210199225,755,1275,13,0.26956521739130435,True,
1676-2584,S4210224784,1453,2799,20,0.2796610169491525,True,
2237-1419,S4306527429,227,231,6,0.23529411764705882,True,
2447-8539,S4210223244,171,32,3,0.11428571428571428,True,
2594-4444,,0,0,0,0.0,False,
1807-734X;1808-2386,,0,0,0,0.0,False,
2318-3780,S4210202662,205,68,3,0.1568627450980392,True,
0101-4846;2175-8026,,0,0,0,0.0,False,
0102-5473;2175-795X,,0,0,0,0.0,False,
1982-3053,S4210214302,730,137,4,0.0,True,
2596-1640,S4387283133,0,0,4,0.13157894736842105,True,
2177-6202,S4210235732,451,731,10,0.23595505617977527,True,
1806-2636;1807-8672,,0,0,0,0.0,False,
1679-9275;1807-8621,,0,0,0,0.0,False,
2763-6771,S4210186824,64,35,2,0.024193548387096774,True,
0002-0591;1981-1411,,0,0,0,0.0,False,
1984-3011;2595-2854,,0,0,0,0.0,False,
2318-8014,,0,0,0,0.0,False,
1980-5942,S4210234634,1347,2301,16,0.10084033613445378,True,
2236-4811,S4210203700,309,85,5,0.044444444444444446,True,
0104-7809;1980-3990,,0,0,0,0.0,False,
0102-3772;1806-3446,,0,0,0,0.0,False,
1516-6481;2179-7536,,0,0,0,0.0,False,
2525-7056,S4210210381,71,16,2,0.03896103896103896,True,
2675-5602,S4210214066,333,756,10,0.3723404255319149,True,
2177-8183,,0,0,0,0.0,False,
2446-8576;2446-8584,,0,0,0,0.0,False,
1517-6312;2177-2894,,0,0,0,0.0,False,
1677-2954,S2737073339,593,558,8,0.0759493670886076,True,
0103-4111;2175-8042,,0,0,0,0.0,False,
2526-9747,S4210180064,1926,2228,15,0.18421052631578946,True,
1981-1640,S2764412274,431,846,11,0.2828282828282828,True,
0101-9759;1982-3908,,0,0,0,0.0,False,
2317-2010,S4210219338,474,282,5,0.049019607843137254,True,
1982-5870,S4387291448,0,0,4,0.011494252873563218,True,
2175-3180,S4210210997,539,166,3,0.0,True,
0103-4499;2236-5834,,0,0,0,0.0,False,
0103-7706;2317-109X,,0,0,0,0.0,False,
2359-5868,,0,0,0,0.0,False,
2764-8028,S4387282445,0,0,3,0.10588235294117647,True,
1809-6271,S4210204582,708,869,11,0.23880597014925373,True,
2526-2149,S4210224399,496,745,8,0.24675324675324675,True,
1980-900X,S4210221509,295,512,8,0.2992125984251969,True,
1980-8666;2674-8231,,0,0,0,0.0,False,
1981-9250,S4210222656,113,48,5,0.1016949152542373,True,
2318-1419,S4210240638,237,266,5,0.10227272727272728,True,
1983-0378,S4210207729,225,142,5,0.06896551724137931,True,
2237-583X;2358-1352,,0,0,0,0.0,False,
1415-9015;2318-7131,,0,0,0,0.0,False,
1981-1322,S4210233558,512,781,12,0.22330097087378642,True,
1983-3652,S2736773048,528,1443,16,1.2450980392156863,True,
1677-874X;2177-1332,,0,0,0,0.0,False,
2763-566X,S4210191588,29,3,1,0.019230769230769232,True,
2176-9575,S4210203894,595,815,10,0.1958762886597938,True,
2764-1406,S4210237868,76,13,2,0.03389830508474576,True,
1809-5747,S4210210632,357,627,9,0.0,True,
0036-4665;1678-9946,,0,0,0,0.0,False,
1983-1579,S4210168023,562,859,8,0.14507772020725387,True,
1677-907X;2175-4977,,0,0,0,0.0,False,
1518-2886;2177-5796,,0,0,0,0.0,False,
2238-0345,S4210197935,147,119,5,0.2358490566037736,True,
2238-944X;2447-8571,,0,0,0,0.0,False,
2526-7442,,0,0,0,0.0,False,
0104-9496;1982-9957,,0,0,0,0.0,False,
2675-2395,S4210231037,112,69,4,0.09278350515463918,True,
1980-4512,S2737225000,647,785,11,0.10204081632653061,True,
2675-3901,S4387286702,0,0,1,0.0,True,
2675-469X,S4210223767,104,44,4,0.07291666666666667,True,
2447-8679,S4210205381,150,29,2,0.01282051282051282,True,
2595-4911,S4387283689,0,0,3,0.2916666666666667,True,
1982-291X;2317-3475,,0,0,0,0.0,False,
2236-1782,S148668700,721,811,9,0.08333333333333333,True,
1679-9283;1807-863X,,0,0,0,0.0,False,
0102-6267;2238-8915,,0,0,0,0.0,False,
2236-8493,S4210211023,125,100,4,0.1,True,
0104-5679;2316-9133,,0,0,0,0.0,False,
1982-2073;1982-8160,,0,0,0,0.0,False,
2177-9724,,0,0,0,0.0,False,
2525-9105,S4210210525,229,26,2,0.019230769230769232,True,
1518-5494;2447-2484,,0,0,0,0.0,False,
1516-1021;2236-6296,,0,0,0,0.0,False,
2526-849X,S4210191429,206,137,5,0.11224489795918367,True,
1984-9575,S4404675290,0,0,1,0.0,True,
2674-9009,S4210238276,209,399,8,0.27380952380952384,True,
2317-2452,S4210231752,394,235,7,0.0625,True,
2675-2999,S4387287105,0,0,2,0.12280701754385964,True,
1806-6755,S4210171222,552,1194,14,0.04411764705882353,True,
1679-7361;1807-8656,,0,0,0,0.0,False,
1984-3356,S4210190060,823,715,10,0.11206896551724138,True,
1678-5428;1983-9308,,0,0,0,0.0,False,
2594-7621,,0,0,0,0.0,False,
2764-9199,,0,0,0,0.0,False,
1415-4471;2525-846X,,0,0,0,0.0,False,
2764-9644,,0,0,0,0.0,False,
2764-5851,S4387291076,0,0,1,0.019417475728155338,True,
2965-646X,S4393920120,0,0,1,0.011627906976744186,True,
2176-4891,S4210215484,243,112,5,0.020833333333333332,True,
1984-7297;2359-618X,,0,0,0,0.0,False,
2236-1286,,0,0,0,0.0,False,
0102-4175;2178-2229,,0,0,0,0.0,False,
1519-7778;2316-8838,,0,0,0,0.0,False,
2674-9319,S4210204049,193,69,4,0.06666666666666667,True,
1980-6248,S4210208850,1513,7037,33,0.32644628099173556,True,
0102-4442;2176-2767,,0,0,0,0.0,False,
2178-1702;2317-9651,,0,0,0,0.0,False,
2526-3544,S4210184743,344,581,10,0.3565217391304348,True,
2763-8448,S4387291274,0,0,1,0.038461538461538464,True,
0034-7590;2178-938X,,0,0,0,0.0,False,
2357-7975,S4210193874,194,38,3,0.13432835820895522,True,
1413-0939,S4210234553,547,357,6,0.08860759493670886,True,
1984-3240,S4210185696,355,211,5,0.07246376811594203,True,
0102-0420;1982-1999,,0,0,0,0.0,False,
2177-093X,S4210230875,529,1282,15,0.45098039215686275,True,
1809-7286,S4210200098,410,273,6,0.1574074074074074,True,
2178-3845,S4210229788,219,108,4,0.07142857142857142,True,
1414-4298;1806-9142,,0,0,0,0.0,False,
2179-4456,S4394906785,0,0,2,0.019417475728155338,True,
2594-4630,S4210211083,225,132,4,0.1276595744680851,True,
0104-0944,S4210187144,489,233,6,0.06944444444444445,True,
0104-3927;1982-9701,,0,0,0,0.0,False,
2526-9542,,0,0,0,0.0,False,
2527-0915,S4210200488,101,99,3,0.0,True,
2237-9681,S4210199969,311,73,3,0.015625,True,
1679-5954;2595-0274,,0,0,0,0.0,False,
2525-8923,S4210217385,370,492,7,0.14393939393939395,True,
2675-1127,,0,0,0,0.0,False,
0100-1574;1980-5314,,0,0,0,0.0,False,
2674-8819,S4387288183,0,0,2,0.05747126436781609,True,
2316-6010,S4393918352,0,0,0,0.0,True,
2236-7403,S4210170869,291,49,3,0.04395604395604396,True,
2316-3348;2316-3801,,0,0,0,0.0,False,
1807-6971,S4210203488,231,40,2,0.0660377358490566,True,
2446-5763,S4210224421,353,289,8,0.0673076923076923,True,
2525-4022,S4210209908,317,318,4,0.0,True,
1983-3423;2358-1468,,0,0,0,0.0,False,
2317-1154,S4210206933,338,845,12,0.25806451612903225,True,
1980-8585;2237-9843,,0,0,0,0.0,False,
0101-2908;2178-5937,,0,0,0,0.0,False,
2447-8687,,0,0,0,0.0,False,
1517-2422;2236-9996,,0,0,0,0.0,False,
2526-1843,S4210233237,160,45,3,0.031746031746031744,True,
2316-1620,S2737667316,154,123,7,0.1,True,
1806-2563;1807-8664,,0,0,0,0.0,False,
2178-9606;2526-2831,,0,0,0,0.0,False,
2764-1600,S4393918282,0,0,0,0.0,True,
2595-3559,,0,0,0,0.0,False,
1678-166X;2447-4193,,0,0,0,0.0,False,
2763-5953,,0,0,0,0.0,False,
2238-8079,S2739379204,508,388,6,0.13533834586466165,True,
2317-8604,S4210226637,291,115,4,0.021739130434782608,True,
2596-3481,,0,0,0,0.0,False,
2965-1832,S4387288388,0,0,6,0.08333333333333333,True,
2358-1425,S4210227139,969,2075,18,0.44047619047619047,True,
1678-698X,S4210196510,179,87,3,0.07142857142857142,True,
2525-5304,S4210234717,244,183,5,0.2077922077922078,True,
1984-9540,S4210220864,366,926,10,0.11702127659574468,True,
2595-7341,S4210240824,39,20,3,0.08,True,
2359-0424,S2738855922,312,639,13,0.18248175182481752,True,
1413-3024;2594-8296,,0,0,0,0.0,False,
2763-8626,,0,0,0,0.0,False,
1982-5625,S2738931206,412,32,2,0.0,True,
1980-5586;2446-4902,,0,0,0,0.0,False,
2675-1666,,0,0,0,0.0,False,
2236-2886,S4210212517,626,619,12,0.2523364485981308,True,
2238-7234,S4210208457,725,1190,11,0.2909090909090909,True,
1517-8242;1984-4840,,0,0,0,0.0,False,
1414-4980;1982-0259,,0,0,0,0.0,False,
2527-1024,S4210210881,204,29,2,0.006993006993006993,True,
2526-4494,S4210188480,236,84,4,0.022988505747126436,True,
2525-4715,S4210213076,255,165,5,0.2247191011235955,True,
2675-6889,S4210194031,193,204,6,0.13114754098360656,True,
2176-5782,S4210177190,283,186,6,0.012048192771084338,True,
2358-260X,S4210208819,203,145,5,0.15584415584415584,True,
1517-3852;2175-6783,,0,0,0,0.0,False,
1676-0670;1679-415X,,0,0,0,0.0,False,
1676-0603,S4210237188,1394,28908,61,0.0,True,
2179-0019,S4210230019,148,35,3,0.0410958904109589,True,
2675-2913,S4210195416,231,284,6,0.17964071856287425,True,
2317-9937,S2738558080,511,205,5,0.10752688172043011,True,
2178-9061,S2736858597,780,1551,15,0.12844036697247707,True,
2446-6298,S2737137130,264,117,4,0.0,True,
1983-8034;1983-8042,,0,0,0,0.0,False,
2357-724X,S4210222562,159,158,4,0.08064516129032258,True,
1984-4956,S2737983805,30,10,1,0.0,True,
1982-7652;2359-2842,,0,0,0,0.0,False,
1519-7220;2237-2075,,0,0,0,0.0,False,
1678-6645;2675-8202,,0,0,0,0.0,False,
2318-0218;2318-2326,,0,0,0,0.0,False,
0102-8049,S4210236138,3,0,0,0.0,True,
2176-1507,S4210209431,339,119,4,0.0641025641025641,True,
2594-5033,S4210209489,191,153,5,0.1346153846153846,True,
2675-8385,,0,0,0,0.0,False,
1518-7934;2238-1856,,0,0,0,0.0,False,
1980-511X,S2738572485,1023,628,9,0.11764705882352941,True,
