issn_buscado,openalex_id,works_count,cited_by_count,h_index,2yr_mean_citedness,is_in_openalex,error,is_oa,is_in_doaj,apc_usd,apc_prices,host_organization_name,host_organization,societies,i10_index,is_core,counts_by_year,created_date,updated_date,display_name,homepage_url,country_code,type,abbreviated_title,alternate_titles,context_name,dominio,total_historico,record_count_2023,indice_visibilidad,tasa_indexacion_openalex
0718-333X,S4210212550,434,244,6,0.04597701149425287,True,,True,True,,[],,,[],2,False,"[{'year': 2025, 'works_count': 15, 'cited_by_count': 1}, {'year': 2024, 'works_count': 31, 'cited_by_count': 1}, {'year': 2023, 'works_count': 41, 'cited_by_count': 2}, {'year': 2022, 'works_count': 44, 'cited_by_count': 18}, {'year': 2021, 'works_count': 186, 'cited_by_count': 109}, {'year': 2020, 'works_count': 48, 'cited_by_count': 58}, {'year': 2019, 'works_count': 22, 'cited_by_count': 14}, {'year': 2018, 'works_count': 12, 'cited_by_count': 14}, {'year': 2017, 'works_count': 27, 'cited_by_count': 19}, {'year': 2016, 'works_count': 8, 'cited_by_count': 8}]",2016-09-16T00:00:00,2025-10-27T03:11:17.418693,Neumología Pediátrica,,,journal,,[],Neumología Pediátrica,www.neumologia-pediatrica.cl,372,39,0.6559139784946236,1.1666666666666667
0716-498X;0718-2376,S940875091,5185,2165,19,0.3711340206185567,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],46,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Universum,http://universum.utalca.cl/index.html,,journal,,['Revista de humanidades y ciencias sociales'],Universum (Talca. En línea),universum.utalca.cl,193,39,11.217616580310882,26.865284974093264
0719-3092,S4306527784,87,49,3,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista nuestramérica,http://www.revistanuestramerica.cl,,journal,,[],Revista nuestrAmérica,nuestramerica.cl,327,39,0.14984709480122324,0.26605504587155965
0716-1840;0718-0462,S4210188114,10350,3350,21,0.1,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],49,False,[],2016-11-11T00:00:00,2025-10-27T03:07:04.448195,Atenea,,,journal,,"['Revista de ciencia, arte y literatura']",Atenea,revistas.udec.cl,6272,38,0.5341198979591837,1.6501913265306123
0717-9553,S4210193385,745,5188,30,0.4444444444444444,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],145,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Ciencia y enfermería/Ciencia y enfermería,,,journal,,['Revista iberoamericana de investigación'],Ciencia y Enfermería,revistas.udec.cl,751,38,6.908122503328895,0.9920106524633822
0716-0542;0719-5443,S2739125951,509,1094,13,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],18,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Lenguas modernas,http://www.lenguasmodernas.uchile.cl/,,journal,,[],Lenguas Modernas,lenguasmodernas.uchile.cl,664,38,1.6475903614457832,0.766566265060241
0716-2065;0717-7348,S201527612,801,1395,12,0.125,True,,True,False,,[],,,[],23,False,"[{'year': 2010, 'works_count': 29, 'cited_by_count': 77}, {'year': 2009, 'works_count': 28, 'cited_by_count': 103}, {'year': 2008, 'works_count': 48, 'cited_by_count': 68}, {'year': 2007, 'works_count': 30, 'cited_by_count': 98}, {'year': 2006, 'works_count': 28, 'cited_by_count': 69}, {'year': 2005, 'works_count': 30, 'cited_by_count': 70}, {'year': 2004, 'works_count': 33, 'cited_by_count': 58}, {'year': 2003, 'works_count': 31, 'cited_by_count': 75}, {'year': 2002, 'works_count': 35, 'cited_by_count': 62}, {'year': 1991, 'works_count': 1, 'cited_by_count': 7}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista chilena de enfermedades respiratorias,,,journal,,[],Revista Chilena de Enfermedades Respiratorias,revchilenfermrespir.cl,791,38,1.763590391908976,1.0126422250316056
2452-574X,S4210190397,114,18,2,0.10526315789473684,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Sur y Tiempo Revista de Historia de América,https://revistas.uv.cl/index.php/syt/index,,journal,,['Revista de historia de América'],Sur y Tiempo: Revista de Historia de América,revistas.uv.cl,104,38,0.17307692307692307,1.0961538461538463
2735-6825,S5407026192,433,207,5,0.08,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],2,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Taller de Letras,,,journal,,[],Taller de Letras,tallerdeletras.letras.uc.cl,432,38,0.4791666666666667,1.0023148148148149
0718-2724,S72326750,892,13607,51,2.065934065934066,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],386,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Journal of technology management & innovation,http://www.jotmi.org/index.php/GT,,journal,,['Journal of technology management and innovation'],Journal of Technology Management & Innovation,www.jotmi.org,960,37,14.173958333333333,0.9291666666666667
0719-9740,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista Avante de Ciencias Sociales y Humanidades,revista-avante.com,80,37,0.0,0.0
0718-1604;2735-6175,S4210182729,52,8,1,0.09090909090909091,True,,True,False,,[],,,[],0,False,"[{'year': 2023, 'works_count': 22, 'cited_by_count': 2}, {'year': 2021, 'works_count': 30, 'cited_by_count': 6}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Espacio Regional,,,journal,,['Revista de estudios sociales'],Espacio Regional. Revista de Estudios Sociales,revistas.ulagos.cl,237,37,0.03375527426160337,0.21940928270042195
0716-0747,S35203962,1926,3125,18,0.0410958904109589,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],66,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Revista Chilena de Derecho,,,journal,,[],Revista Chilena de Derecho,revistachilenadederecho.uc.cl,2032,37,1.5378937007874016,0.9478346456692913
0716-2790;0717-6252,S172442402,2438,1275,15,0.05194805194805195,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],33,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista musical chilena,http://www.revistamusicalchilena.uchile.cl/,,journal,,[],Revista Musical Chilena,revistamusicalchilena.uchile.cl,4541,36,0.2807751596564633,0.5368861484254569
0717-7356,S17808133,1149,8353,35,0.29523809523809524,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],290,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Chungara,http://www.chungara.cl/index.php/en/our-journal,,journal,,['Revista de antropología chilena'],Chungara Revista de Antropología Chilena,www.chungara.cl,162,36,51.56172839506173,7.092592592592593
0719-3734;0719-4862,S4210222332,135,68,3,0.1044776119402985,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Meridional Revista Chilena de Estudios Latinoamericanos,http://www.meridional.uchile.cl,,journal,,['Revista chilena de estudio latinoamericanos'],Meridional. Revista Chilena de Estudios Latinoamericanos,revistas.uchile.cl,323,35,0.21052631578947367,0.4179566563467492
0718-1299;0718-8358,S74930560,1031,3968,26,0.9879518072289156,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],111,False,[],2016-06-24T00:00:00,2025-10-31T23:40:09.989599,Revista INVI,http://www.revistainvi.uchile.cl/,,journal,,['Revista del Instituto de la Vivienda'],Revista INVI,revistainvi.uchile.cl,789,35,5.02915082382763,1.3067173637515843
0719-6482;0719-6490,S4394736069,94,18,1,0.09090909090909091,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Teatro,,,journal,,[],Teatro,revistateatro.uchile.cl,127,35,0.14173228346456693,0.7401574803149606
0049-3449;0717-6295,S86165655,943,959,10,0.09302325581395349,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],13,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Teología y vida,,,journal,,[],Teología y Vida,teologiayvida.uc.cl,465,35,2.0623655913978496,2.0279569892473117
0718-5073,S4210232411,328,1858,17,0.7878787878787878,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],46,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista de ingeniería de construcción,http://ricuc.cl/index.php/ric/index,,journal,,[],Revista Ingeniería de Construcción,revistaingenieriaconstruccion.uc.cl,675,35,2.7525925925925927,0.48592592592592593
0718-1051;0719-1855,S4210189890,1560,996,11,0.1553398058252427,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],13,False,[],2025-10-10T00:00:00,2025-11-02T23:13:26.583910,ARS MEDICA Revista de Ciencias Médicas,http://www.arsmedica.cl,,journal,,['Revista de estudios médico humanísticos'],ARS MEDICA Revista de Ciencias Médicas,www.arsmedica.cl,1574,34,0.6327827191867853,0.9911054637865311
0716-9132;0718-0950,S140252737,749,2030,18,0.2631578947368421,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],44,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de derecho,http://www.scielo.cl/revider.htm,,journal,,[],Revista de Derecho (Valdivia),revistaderechovaldivia.cl,954,34,2.1278825995807127,0.7851153039832285
0719-2460;0719-2479,S2738188390,883,2052,16,0.52,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],42,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Journal Of Oral Research,http://www.joralres.com/index.php/JOR,,journal,,[],Journal of Oral Research,www.joralres.com,839,34,2.4457687723480332,1.0524433849821215
0719-8477,S4220651642,203,298,7,0.9494949494949495,True,,True,True,,[],,,[],4,False,"[{'year': 2025, 'works_count': 29, 'cited_by_count': 1}, {'year': 2024, 'works_count': 37, 'cited_by_count': 19}, {'year': 2023, 'works_count': 33, 'cited_by_count': 74}, {'year': 2022, 'works_count': 22, 'cited_by_count': 37}, {'year': 2021, 'works_count': 22, 'cited_by_count': 43}, {'year': 2020, 'works_count': 22, 'cited_by_count': 27}, {'year': 2019, 'works_count': 19, 'cited_by_count': 47}, {'year': 2018, 'works_count': 12, 'cited_by_count': 42}, {'year': 2017, 'works_count': 7, 'cited_by_count': 8}]",2017-08-17T00:00:00,2025-10-27T03:11:17.418693,Revista de Estudios Latinoamericanos sobre Reducción del Riesgo de Desastres REDER,http://www.revistareder.com/ojs/index.php/reder,,journal,,['Revista de estudios latinoamericanos sobre reducción del riesgo de desastres'],Journal of Latin American Studies on Disaster Risk Reduction REDER,www.revistareder.com,167,33,1.784431137724551,1.215568862275449
0719-4234;0719-4242,S4210209655,370,256,6,0.19402985074626866,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],2,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de Humanidades de Valparaíso,http://revistas.uv.cl/index.php/RHV/index,,journal,,[],Revista de Humanidades de Valparaíso,revistas.uv.cl,264,33,0.9696969696969697,1.4015151515151516
0717-4888;0719-5591,S4210173607,489,208,6,0.0,True,,True,False,,[],,,[],1,False,"[{'year': 2017, 'works_count': 131, 'cited_by_count': 57}, {'year': 2016, 'works_count': 25, 'cited_by_count': 9}, {'year': 2015, 'works_count': 20, 'cited_by_count': 15}, {'year': 2014, 'works_count': 29, 'cited_by_count': 13}, {'year': 2006, 'works_count': 24, 'cited_by_count': 6}, {'year': 2005, 'works_count': 31, 'cited_by_count': 11}, {'year': 2004, 'works_count': 20, 'cited_by_count': 21}, {'year': 2001, 'works_count': 14, 'cited_by_count': 5}, {'year': 2000, 'works_count': 85, 'cited_by_count': 37}, {'year': 1999, 'works_count': 14, 'cited_by_count': 4}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de Derecho Administrativo Económico,http://redae.uc.cl/index.php/redae,,journal,,[],Revista de Derecho Administrativo,redae.uc.cl,584,33,0.3561643835616438,0.8373287671232876
0719-2576;0719-2584,S2739162722,224,584,10,0.6122448979591837,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],12,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Chilena de Derecho y Tecnología,http://www.rchdt.uchile.cl/,,journal,,[],Revista Chilena de Derecho y Tecnología,rchdt.uchile.cl,215,32,2.7162790697674417,1.041860465116279
0718-5014,S2738463636,193,118,4,0.5,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Estudios Avanzados,http://www.revistas.usach.cl/ojs/index.php/ideas/index,,journal,,[],Estudios Avanzados,www.revistas.usach.cl,336,32,0.35119047619047616,0.5744047619047619
0716-5730;2735-7651,S4387282829,103,36,3,0.25,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Boletín de la Sociedad Chilena de Arqueología,,,journal,,[],Boletín de la Sociedad Chilena de Arqueología,boletin.scha.cl,731,32,0.049247606019151846,0.1409028727770178
0716-7849;2735-7996,S4387288705,377,79,4,0.02857142857142857,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2016-08-23T00:00:00,2025-10-27T03:11:17.418693,Revista Hospital Clínico Universidad de Chile,,,journal,,[],Revista Hospital Clínico Universidad de Chile,revistahospitalclinico.uchile.cl,511,32,0.15459882583170254,0.7377690802348337
0717-6554;0718-6568,S11825495,1042,7111,35,0.047619047619047616,True,,True,False,,[],,,[],192,False,"[{'year': 2017, 'works_count': 50, 'cited_by_count': 224}, {'year': 2016, 'works_count': 81, 'cited_by_count': 396}, {'year': 2015, 'works_count': 88, 'cited_by_count': 933}, {'year': 2014, 'works_count': 117, 'cited_by_count': 421}, {'year': 2013, 'works_count': 88, 'cited_by_count': 801}, {'year': 2012, 'works_count': 88, 'cited_by_count': 517}, {'year': 2011, 'works_count': 76, 'cited_by_count': 669}, {'year': 2010, 'works_count': 86, 'cited_by_count': 916}, {'year': 2009, 'works_count': 82, 'cited_by_count': 397}, {'year': 2008, 'works_count': 43, 'cited_by_count': 272}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Polis (Santiago),http://www.scielo.cl/polis.htm,,journal,,['Revista Latinoamericana'],Polis (Santiago),revistas.ulagos.cl,1248,32,5.697916666666667,0.8349358974358975
0067-8767,S4389158153,158,339,8,2.110294117647059,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],8,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Biologia Pesquera,,,journal,,[],Biologia Pesquera,revistas.ucsc.cl,157,32,2.159235668789809,1.0063694267515924
2452-5707,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revueltas. Revista chilena de Historia Social Popular,revistarevueltas.cl,100,31,0.0,0.0
0719-4749,S2738607317,70,115,5,0.7692307692307693,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de Historia Social y de las Mentalidades,http://www.revistas.usach.cl/ojs/index.php/historiasocial/index,,journal,,[],Revista de Historia Social y de las Mentalidades,www.revistas.usach.cl,481,31,0.2390852390852391,0.14553014553014554
0034-8236;0718-4360,S4210213699,1149,2781,20,0.22641509433962265,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],34,False,[],2017-07-14T00:00:00,2025-10-27T03:11:17.418693,Revista de filosofía,http://www.revistafilosofia.uchile.cl,,journal,,[],Revista de Filosofía,revistafilosofia.uchile.cl,1155,31,2.4077922077922076,0.9948051948051948
0717-0491;2452-445X,S4210238511,160,17,2,0.043859649122807015,True,,True,False,,[],,,[],0,False,"[{'year': 2025, 'works_count': 41, 'cited_by_count': 1}, {'year': 2024, 'works_count': 40, 'cited_by_count': 1}, {'year': 2023, 'works_count': 33, 'cited_by_count': 3}, {'year': 2022, 'works_count': 31, 'cited_by_count': 7}, {'year': 2021, 'works_count': 15, 'cited_by_count': 5}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de humanidades (Santiago En línea),http://revistas.uned.es/index.php/rdh/index,,journal,,[],Revista de humanidades (Santiago. En línea),revistahumanidades.unab.cl,511,31,0.033268101761252444,0.3131115459882583
0716-7725;0719-8442,S4210175806,242,74,3,0.07017543859649122,True,,True,False,,[],,,[],1,False,"[{'year': 2022, 'works_count': 17, 'cited_by_count': 7}, {'year': 2021, 'works_count': 36, 'cited_by_count': 9}, {'year': 2020, 'works_count': 12, 'cited_by_count': 2}, {'year': 2019, 'works_count': 21, 'cited_by_count': 4}, {'year': 2018, 'works_count': 6, 'cited_by_count': 5}, {'year': 2017, 'works_count': 9, 'cited_by_count': 5}, {'year': 2016, 'works_count': 25, 'cited_by_count': 21}, {'year': 2015, 'works_count': 23, 'cited_by_count': 1}, {'year': 2014, 'works_count': 18, 'cited_by_count': 10}, {'year': 2013, 'works_count': 18, 'cited_by_count': 6}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de Ciencias Sociales,http://revistas.uv.cl/index.php/rcs,,journal,,[],Revista de Ciencias Sociales,revistas.uv.cl,210,30,0.3523809523809524,1.1523809523809523
0716-7776;0719-0646,S4210169615,462,1560,17,0.6195652173913043,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],35,False,[],2025-10-10T00:00:00,2025-10-31T23:40:09.989599,Cubo,http://revistas.ufro.cl/ojs/index.php/cubo/,,journal,,['A mathematical journal'],"CUBO, A Mathematical Journal",cubo.ufro.cl,799,30,1.9524405506883604,0.5782227784730913
0716-3991;0719-1529,S2738372282,868,1753,13,0.5638297872340425,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],17,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Comunicación y Medios,http://www.comunicacionymedios.uchile.cl/,,journal,,[],Comunicación y Medios,comunicacionymedios.uchile.cl,756,29,2.318783068783069,1.1481481481481481
0719-0417;2735-7473,S4210219818,404,626,11,0.6410256410256411,True,,True,True,,[],,,[],13,False,"[{'year': 2020, 'works_count': 33, 'cited_by_count': 35}, {'year': 2019, 'works_count': 21, 'cited_by_count': 137}, {'year': 2018, 'works_count': 42, 'cited_by_count': 57}, {'year': 2017, 'works_count': 29, 'cited_by_count': 39}, {'year': 2016, 'works_count': 18, 'cited_by_count': 29}, {'year': 2015, 'works_count': 32, 'cited_by_count': 53}, {'year': 2014, 'works_count': 13, 'cited_by_count': 62}, {'year': 2013, 'works_count': 26, 'cited_by_count': 33}, {'year': 2012, 'works_count': 13, 'cited_by_count': 1}, {'year': 2011, 'works_count': 30, 'cited_by_count': 64}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Punto Género,https://revistapuntogenero.uchile.cl,,journal,,[],Revista Punto Género,revistapuntogenero.uchile.cl,225,29,2.7822222222222224,1.7955555555555556
0719-5885,S2737133040,272,587,12,0.6506024096385542,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],15,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Pedagogía Universitaria y Didáctica del Derecho,http://www.pedagogiaderecho.uchile.cl/,,journal,,[],Revista Pedagogía Universitaria y Didáctica del Derecho,pedagogiaderecho.uchile.cl,234,29,2.5085470085470085,1.1623931623931625
0719-2223;2452-4646,S4210217464,114,21,2,0.08333333333333333,True,,True,True,,[],,,[],0,False,"[{'year': 2025, 'works_count': 8, 'cited_by_count': 0}, {'year': 2024, 'works_count': 17, 'cited_by_count': 1}, {'year': 2023, 'works_count': 23, 'cited_by_count': 3}, {'year': 2022, 'works_count': 18, 'cited_by_count': 4}, {'year': 2021, 'works_count': 15, 'cited_by_count': 5}, {'year': 2020, 'works_count': 16, 'cited_by_count': 0}, {'year': 2019, 'works_count': 17, 'cited_by_count': 8}]",2021-07-19T00:00:00,2025-10-27T03:11:17.418693,Revista Palabra y Razón,,,journal,,"['Revista de teología, filosofía y ciencias de la religión']",Palabra y Razón,revistapyr.ucm.cl,166,29,0.12650602409638553,0.6867469879518072
0716-4491;2452-5553,S4210217173,273,106,4,0.07575757575757576,True,,True,False,,[],,,[],1,False,"[{'year': 2025, 'works_count': 17, 'cited_by_count': 0}, {'year': 2024, 'works_count': 16, 'cited_by_count': 2}, {'year': 2023, 'works_count': 33, 'cited_by_count': 3}, {'year': 2022, 'works_count': 24, 'cited_by_count': 3}, {'year': 2021, 'works_count': 30, 'cited_by_count': 7}, {'year': 2020, 'works_count': 11, 'cited_by_count': 6}, {'year': 2019, 'works_count': 136, 'cited_by_count': 82}, {'year': 2018, 'works_count': 2, 'cited_by_count': 0}, {'year': 2017, 'works_count': 2, 'cited_by_count': 3}, {'year': 2016, 'works_count': 2, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Chilena de Neurocirugía,https://revistachilenadeneurocirugia.cl,,journal,,[],Revista Chilena de Neurocirugía,revistachilenadeneurocirugia.com,233,29,0.45493562231759654,1.1716738197424892
0719-7942,S4210236157,125,58,4,0.12244897959183673,True,,True,True,,[],,,[],2,False,"[{'year': 2025, 'works_count': 9, 'cited_by_count': 0}, {'year': 2024, 'works_count': 14, 'cited_by_count': 2}, {'year': 2023, 'works_count': 26, 'cited_by_count': 4}, {'year': 2022, 'works_count': 9, 'cited_by_count': 2}, {'year': 2021, 'works_count': 22, 'cited_by_count': 5}, {'year': 2020, 'works_count': 8, 'cited_by_count': 10}, {'year': 2019, 'works_count': 10, 'cited_by_count': 21}, {'year': 2018, 'works_count': 16, 'cited_by_count': 5}, {'year': 2017, 'works_count': 11, 'cited_by_count': 9}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Jurídica Digital UANDES,http://www.rjd.uandes.cl/,,journal,,[],Revista Jurídica Digital UANDES,rjd.uandes.cl,152,28,0.3815789473684211,0.8223684210526315
0719-8264,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista de Estudiantes de Terapia Ocupacional,www.reto.ubo.cl,127,28,0.0,0.0
0718-9478;0719-7527,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista de Estudios Tributarios,revistaestudiostributarios.uchile.cl,338,28,0.0,0.0
2452-4859,S4210194554,135,57,3,0.14516129032258066,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,EID Ergonomía Investigación y Desarrollo,,,journal,,['EID'],"Ergonomía, Investigación y Desarrollo",revistas.udec.cl,177,27,0.3220338983050847,0.7627118644067796
0071-1713;0717-6171,S147989425,957,3382,19,0.17721518987341772,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],49,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Estudios filológicos,http://www.scielo.cl/revistas/efilolo/eaboutj.htm,,journal,,[],Estudios Filológicos,revistas.uach.cl,660,27,5.124242424242424,1.45
0717-3202;0718-1795,S4210186962,769,2180,18,0.28125,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],50,False,[],2016-06-24T00:00:00,2025-10-31T23:40:09.989599,Revista Austral de Ciencias Sociales,,,journal,,[],Revista Austral de Ciencias Sociales,revistas.uach.cl,554,27,3.935018050541516,1.388086642599278
0717-6759;0717-8980,S4210193911,318,358,8,0.34615384615384615,True,,True,True,,[],,,[],5,False,"[{'year': 2014, 'works_count': 15, 'cited_by_count': 3}, {'year': 2013, 'works_count': 17, 'cited_by_count': 81}, {'year': 2012, 'works_count': 36, 'cited_by_count': 40}, {'year': 2011, 'works_count': 53, 'cited_by_count': 40}, {'year': 2010, 'works_count': 9, 'cited_by_count': 13}, {'year': 2009, 'works_count': 10, 'cited_by_count': 23}, {'year': 2008, 'works_count': 14, 'cited_by_count': 21}, {'year': 2007, 'works_count': 17, 'cited_by_count': 25}, {'year': 2006, 'works_count': 3, 'cited_by_count': 7}, {'year': 2005, 'works_count': 1, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Estado Gobierno y Gestión Pública,http://www.inap.uchile.cl/gobierno/publicaciones-revista.html,,journal,,"['Revista chilena de administración pública', 'Revista chilena  de administración pública']","Estado, Gobierno y Gestión Pública",revistaeggp.uchile.cl,212,26,1.6886792452830188,1.5
0719-8000;0719-8132,S4210215904,215,1097,16,1.1724137931034482,True,,True,False,,[],,,[],35,True,"[{'year': 2025, 'works_count': 13, 'cited_by_count': 5}, {'year': 2024, 'works_count': 20, 'cited_by_count': 33}, {'year': 2023, 'works_count': 25, 'cited_by_count': 30}, {'year': 2022, 'works_count': 18, 'cited_by_count': 62}, {'year': 2021, 'works_count': 24, 'cited_by_count': 137}, {'year': 2020, 'works_count': 22, 'cited_by_count': 97}, {'year': 2019, 'works_count': 23, 'cited_by_count': 139}, {'year': 2018, 'works_count': 32, 'cited_by_count': 304}, {'year': 2017, 'works_count': 38, 'cited_by_count': 290}]",2025-10-10T00:00:00,2025-10-31T23:40:09.989599,Austral journal of veterinary sciences,http://australjvs.cl/index.php/amv/index,,journal,,[],Austral Journal of Veterinary Sciences,www.ajvs.cl,195,26,5.625641025641026,1.1025641025641026
0717-1714,S4210168542,405,247,7,0.3269230769230769,True,,True,False,,[],,,[],3,False,"[{'year': 2022, 'works_count': 11, 'cited_by_count': 9}, {'year': 2021, 'works_count': 14, 'cited_by_count': 18}, {'year': 2020, 'works_count': 24, 'cited_by_count': 20}, {'year': 2019, 'works_count': 47, 'cited_by_count': 22}, {'year': 2018, 'works_count': 160, 'cited_by_count': 67}, {'year': 2017, 'works_count': 12, 'cited_by_count': 9}, {'year': 2016, 'works_count': 19, 'cited_by_count': 22}, {'year': 2015, 'works_count': 25, 'cited_by_count': 28}, {'year': 2014, 'works_count': 28, 'cited_by_count': 28}, {'year': 2008, 'works_count': 13, 'cited_by_count': 7}]",2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista Perspectivas Notas sobre intervención y acción social,,,journal,,['Notas sobre intervención y acción social'],Revista Perspectivas: Notas sobre intervención y acción social,ediciones.ucsh.cl,385,26,0.6415584415584416,1.051948051948052
0718-8382,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],"HYBRIS, Revista de Filosofí­a",coloquio2019.cenaltes.cl,329,26,0.0,0.0
0716-8772;0719-5427,S4210228060,839,329,6,0.4576271186440678,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],4,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de arquitectura,http://www.dearquitectura.uchile.cl/,,journal,,[],Revista de Arquitectura,dearquitectura.uchile.cl,598,25,0.5501672240802675,1.4030100334448161
0303-9986;0718-591X,S4210171995,195,161,6,0.11666666666666667,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de derecho,http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-0950&lng=en&nrm=iso,,journal,,[],Revista de Derecho Universidad de Concepción,revistas.udec.cl,179,25,0.8994413407821229,1.089385474860335
