issn_buscado,openalex_id,works_count,cited_by_count,h_index,2yr_mean_citedness,is_in_openalex,error,is_oa,is_in_doaj,apc_usd,apc_prices,host_organization_name,host_organization,societies,i10_index,is_core,counts_by_year,created_date,updated_date,display_name,homepage_url,country_code,type,abbreviated_title,alternate_titles,context_name,dominio,total_historico,record_count_2023,indice_visibilidad,tasa_indexacion_openalex
0717-0599;2735-6337,S4210171298,110,11,1,0.1,True,,True,True,,[],,,[],0,False,"[{'year': 2024, 'works_count': 13, 'cited_by_count': 0}, {'year': 2023, 'works_count': 16, 'cited_by_count': 4}, {'year': 2022, 'works_count': 9, 'cited_by_count': 0}, {'year': 2021, 'works_count': 18, 'cited_by_count': 4}, {'year': 2020, 'works_count': 6, 'cited_by_count': 0}, {'year': 2019, 'works_count': 6, 'cited_by_count': 0}, {'year': 2018, 'works_count': 14, 'cited_by_count': 2}, {'year': 2017, 'works_count': 6, 'cited_by_count': 0}, {'year': 2016, 'works_count': 5, 'cited_by_count': 1}, {'year': 2015, 'works_count': 6, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,REVISTA DE DERECHO,,,journal,,[],Revista de Derecho de la Universidad Católica de la Santísima Concepción,revistas.ucsc.cl,108,19,0.10185185185185185,1.0185185185185186
2810-6075;2810-6490,S4404669209,39,0,0,0.0,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Anales de Arquitectura UC,https://analesdearquitectura.uc.cl/index.php/aa,,journal,,['Anales de Arquitectura UC (En línea)'],ANALES DE ARQUITECTURA UC,analesdearquitectura.uc.cl,136,19,0.0,0.2867647058823529
0719-4498;0719-5532,S4210178163,282,391,8,0.13114754098360656,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],4,False,[],2025-10-10T00:00:00,2025-11-02T23:13:26.583910,Antropologías del Sur,http://www.revistaantropologiasdelsur.cl/,,journal,,[],Antropologías del Sur,revistas.academia.cl,246,18,1.589430894308943,1.146341463414634
0719-2959;0719-5354,S4387282867,63,49,2,1.2647058823529411,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Derecho Público Iberoamericano,,,journal,,[],Derecho Público Iberoamericano,revistas.udd.cl,270,18,0.1814814814814815,0.23333333333333334
0719-837X;0719-8426,S4210228583,234,179,5,0.17777777777777778,True,,True,True,,[],,,[],2,False,"[{'year': 2025, 'works_count': 9, 'cited_by_count': 1}, {'year': 2024, 'works_count': 18, 'cited_by_count': 1}, {'year': 2023, 'works_count': 18, 'cited_by_count': 6}, {'year': 2022, 'works_count': 18, 'cited_by_count': 10}, {'year': 2021, 'works_count': 18, 'cited_by_count': 24}, {'year': 2020, 'works_count': 17, 'cited_by_count': 47}, {'year': 2019, 'works_count': 29, 'cited_by_count': 18}, {'year': 2018, 'works_count': 29, 'cited_by_count': 37}, {'year': 2017, 'works_count': 25, 'cited_by_count': 24}, {'year': 2016, 'works_count': 53, 'cited_by_count': 11}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,RChD creación y pensamiento,https://rchd.uchile.cl,,journal,,[],RChD: creación y pensamiento,rchd.uchile.cl,214,18,0.8364485981308412,1.0934579439252337
0718-5898,S4210210808,31,25,2,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Palimpsesto Revista Científica de Estudios Sociales Iberoamericanos,http://www.revistas.usach.cl/ojs/index.php/palimpsesto,,journal,,[],Palimpsesto,www.revistas.usach.cl,181,18,0.13812154696132597,0.1712707182320442
0716-6184;0718-4808,S4210180541,471,6845,39,1.1020408163265305,True,,True,False,,[],,,[],206,True,"[{'year': 2012, 'works_count': 28, 'cited_by_count': 1015}, {'year': 2011, 'works_count': 27, 'cited_by_count': 587}, {'year': 2010, 'works_count': 22, 'cited_by_count': 334}, {'year': 2009, 'works_count': 24, 'cited_by_count': 340}, {'year': 2008, 'works_count': 24, 'cited_by_count': 425}, {'year': 2007, 'works_count': 19, 'cited_by_count': 318}, {'year': 2006, 'works_count': 16, 'cited_by_count': 136}, {'year': 2005, 'works_count': 9, 'cited_by_count': 68}, {'year': 2004, 'works_count': 11, 'cited_by_count': 29}, {'year': 1983, 'works_count': 1, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Terapia psicológica,,,journal,,[],Terapia Psicológica,teps.cl,363,18,18.856749311294767,1.2975206611570247
2735-606X;2735-6078,S4210212710,72,43,3,0.17142857142857143,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Urbe Arquitectura Ciudad y Territorio,,,journal,,"['Arquitectura, ciudad y territorio']","URBE. Arquitectura, Ciudad y Territorio",revistas.udec.cl,67,18,0.6417910447761194,1.0746268656716418
0719-6296,S4210214450,253,271,6,0.25,True,,True,True,,[],,,[],5,False,"[{'year': 2024, 'works_count': 20, 'cited_by_count': 5}, {'year': 2023, 'works_count': 18, 'cited_by_count': 7}, {'year': 2022, 'works_count': 26, 'cited_by_count': 25}, {'year': 2021, 'works_count': 17, 'cited_by_count': 5}, {'year': 2020, 'works_count': 17, 'cited_by_count': 19}, {'year': 2019, 'works_count': 18, 'cited_by_count': 51}, {'year': 2018, 'works_count': 29, 'cited_by_count': 35}, {'year': 2017, 'works_count': 32, 'cited_by_count': 47}, {'year': 2016, 'works_count': 64, 'cited_by_count': 61}, {'year': 2015, 'works_count': 2, 'cited_by_count': 16}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Estudios de Políticas Públicas,https://revistaestudiospoliticaspublicas.uchile.cl/index.php/REPP/index,,journal,,[],Revista Estudios de Políticas Públicas,revistaestudiospoliticaspublicas.uchile.cl,224,18,1.2098214285714286,1.1294642857142858
0719-3483;2810-627X,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Cuadernos Chilenos de Historia de la Educación,historiadelaeducacion.cl,200,18,0.0,0.0
2452-5936,S4210218676,142,80,4,0.2127659574468085,True,,True,True,,[],,,[],0,False,"[{'year': 2025, 'works_count': 9, 'cited_by_count': 0}, {'year': 2024, 'works_count': 19, 'cited_by_count': 6}, {'year': 2023, 'works_count': 19, 'cited_by_count': 4}, {'year': 2022, 'works_count': 18, 'cited_by_count': 12}, {'year': 2021, 'works_count': 25, 'cited_by_count': 9}, {'year': 2020, 'works_count': 26, 'cited_by_count': 14}, {'year': 2019, 'works_count': 17, 'cited_by_count': 23}, {'year': 2018, 'works_count': 9, 'cited_by_count': 12}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de Educación Religiosa,http://www.revistadeeducacionreligiosa.cl,,journal,,[],Revista de Educación Religiosa,revistas.uft.cl,112,17,0.7142857142857143,1.2678571428571428
0718-9575;0719-5370,S2738371005,377,854,13,0.3023255813953488,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],25,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Investigaciones Geográficas,http://www.investigacionesgeograficas.uchile.cl/,,journal,,[],Investigaciones Geográficas: Una mirada desde el sur,investigacionesgeograficas.uchile.cl,360,17,2.3722222222222222,1.0472222222222223
0716-0240;0719-3769,S4210229968,1547,2074,17,0.3333333333333333,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],36,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Estudios Internacionales,http://www.revistaei.uchile.cl,,journal,,['Revista del Instituto de Estudios Internacionales de la Universidad de Chile'],Estudios Internacionales,revistaei.uchile.cl,1608,17,1.2898009950248757,0.9620646766169154
2452-4980,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista Estudios en Educación,ojs.umc.cl,142,17,0.0,0.0
0716-1077;0719-5338,S2737694596,477,1024,14,0.14285714285714285,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],22,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Política Revista de Ciencia Política,http://www.revistapolitica.uchile.cl/,,journal,,['Revista de ciencia política'],Política. Revista de Ciencia Política,revistapolitica.uchile.cl,763,17,1.3420707732634338,0.6251638269986893
0716-310X;0719-7462,S4210222865,613,53,2,0.029411764705882353,True,,True,False,,[],,,[],0,False,"[{'year': 2024, 'works_count': 17, 'cited_by_count': 1}, {'year': 2023, 'works_count': 17, 'cited_by_count': 0}, {'year': 2022, 'works_count': 12, 'cited_by_count': 2}, {'year': 2021, 'works_count': 19, 'cited_by_count': 3}, {'year': 2017, 'works_count': 5, 'cited_by_count': 0}, {'year': 2016, 'works_count': 543, 'cited_by_count': 47}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de Derecho Económico,http://www.revistaderechoeconomico.uchile.cl/index.php/RDE/index,,journal,,[],Revista de Derecho Económico,revistaderechoeconomico.uchile.cl,427,17,0.12412177985948478,1.4355971896955504
0719-4676,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],A.Dnz,adnz.uchile.cl,145,17,0.0,0.0
2735-6302,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Transformar,revistatransformar.cl,68,17,0.0,0.0
0304-8802;0719-4196,S4210177445,741,1270,12,0.48148148148148145,True,,True,False,,[],,,[],26,False,"[{'year': 1989, 'works_count': 4, 'cited_by_count': 1}, {'year': 1988, 'works_count': 1, 'cited_by_count': 0}, {'year': 1987, 'works_count': 1, 'cited_by_count': 1}, {'year': 1984, 'works_count': 1, 'cited_by_count': 0}, {'year': 1982, 'works_count': 1, 'cited_by_count': 2}, {'year': 1981, 'works_count': 1, 'cited_by_count': 1}, {'year': 1980, 'works_count': 2, 'cited_by_count': 1}, {'year': 1975, 'works_count': 1, 'cited_by_count': 0}, {'year': 1974, 'works_count': 22, 'cited_by_count': 66}, {'year': 1973, 'works_count': 21, 'cited_by_count': 17}]",2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Agro Sur,http://mingaonline.uach.cl/revistas/agrosur/eaboutj.htm,,journal,,[],Agro sur,revistas.uach.cl,586,17,2.167235494880546,1.264505119453925
0718-1310,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista Electrónica Diálogos Educativos. REDE,revistas.umce.cl,299,17,0.0,0.0
2452-6134,S4210238748,74,52,3,0.5490196078431373,True,,True,True,,[],,,[],0,False,"[{'year': 2025, 'works_count': 16, 'cited_by_count': 0}, {'year': 2024, 'works_count': 17, 'cited_by_count': 5}, {'year': 2023, 'works_count': 18, 'cited_by_count': 23}, {'year': 2022, 'works_count': 15, 'cited_by_count': 7}, {'year': 2021, 'works_count': 8, 'cited_by_count': 17}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Realidad Educativa,,,journal,,[],Revista Realidad Educativa,revistas.uft.cl,51,16,1.0196078431372548,1.4509803921568627
2735-6957,S4210201890,158,75,3,0.8888888888888888,True,,True,False,,[],,,[],0,False,"[{'year': 2024, 'works_count': 13, 'cited_by_count': 10}, {'year': 2023, 'works_count': 14, 'cited_by_count': 14}, {'year': 2022, 'works_count': 13, 'cited_by_count': 9}, {'year': 2021, 'works_count': 9, 'cited_by_count': 9}, {'year': 2020, 'works_count': 16, 'cited_by_count': 8}, {'year': 2019, 'works_count': 12, 'cited_by_count': 10}, {'year': 2018, 'works_count': 4, 'cited_by_count': 0}, {'year': 2017, 'works_count': 74, 'cited_by_count': 15}, {'year': 2010, 'works_count': 3, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Praxis Psy,,,journal,,[],Praxispsi,praxispsi.udp.cl,161,16,0.4658385093167702,0.9813664596273292
2452-5812,S4210220755,174,241,7,0.7954545454545454,True,,True,False,,[],,,[],4,True,"[{'year': 2021, 'works_count': 10, 'cited_by_count': 24}, {'year': 2020, 'works_count': 17, 'cited_by_count': 69}, {'year': 2016, 'works_count': 13, 'cited_by_count': 2}, {'year': 2015, 'works_count': 6, 'cited_by_count': 3}, {'year': 2014, 'works_count': 14, 'cited_by_count': 11}, {'year': 2013, 'works_count': 7, 'cited_by_count': 11}, {'year': 2012, 'works_count': 14, 'cited_by_count': 8}, {'year': 2011, 'works_count': 16, 'cited_by_count': 22}, {'year': 2010, 'works_count': 7, 'cited_by_count': 3}, {'year': 2009, 'works_count': 6, 'cited_by_count': 11}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Journal of Movement & Health,http://jmh.pucv.cl/index.php/jmh/index,,journal,,['JMH'],Journal of Movement & Health,jmh.ucv.cl,157,16,1.535031847133758,1.10828025477707
0718-7432;0719-5699,S4210222764,295,237,7,0.043478260869565216,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],3,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Tiempo HIstórico,http://www.academia.cl/tiempohistorico/ojs/index.php/Tiempo-Historico/index,,journal,,['Revista de la Escuela de Historia'],Tiempo Histórico,revistas.academia.cl,280,16,0.8464285714285714,1.0535714285714286
0716-3312;0719-1472,S4210178626,381,978,13,0.9032258064516129,True,,True,True,,[],,,[],18,False,"[{'year': 2023, 'works_count': 17, 'cited_by_count': 16}, {'year': 2022, 'works_count': 8, 'cited_by_count': 12}, {'year': 2021, 'works_count': 19, 'cited_by_count': 47}, {'year': 2020, 'works_count': 18, 'cited_by_count': 68}, {'year': 2016, 'works_count': 17, 'cited_by_count': 21}, {'year': 2015, 'works_count': 44, 'cited_by_count': 140}, {'year': 2014, 'works_count': 6, 'cited_by_count': 11}, {'year': 2013, 'works_count': 12, 'cited_by_count': 86}, {'year': 2012, 'works_count': 30, 'cited_by_count': 100}, {'year': 2011, 'works_count': 196, 'cited_by_count': 465}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Chilena de Antropología,https://revistadeantropologia.uchile.cl/,,journal,,['Revista chilena de sociología y antropología'],Revista Chilena de Antropología,revistas.uchile.cl,457,16,2.140043763676149,0.8336980306345733
0719-9392,S4210206192,191,118,5,0.3157894736842105,True,,True,True,,[],,,[],0,False,"[{'year': 2023, 'works_count': 20, 'cited_by_count': 13}, {'year': 2022, 'works_count': 17, 'cited_by_count': 22}, {'year': 2021, 'works_count': 34, 'cited_by_count': 33}, {'year': 2020, 'works_count': 28, 'cited_by_count': 22}, {'year': 2019, 'works_count': 27, 'cited_by_count': 16}, {'year': 2018, 'works_count': 12, 'cited_by_count': 6}, {'year': 2016, 'works_count': 1, 'cited_by_count': 0}, {'year': 2015, 'works_count': 2, 'cited_by_count': 0}, {'year': 2014, 'works_count': 4, 'cited_by_count': 1}, {'year': 2013, 'works_count': 9, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Justicia &Derecho,https://revistas.uautonoma.cl/index.php/rjyd,,journal,,['R J&D'],Revista Justicia & Derecho,revistas.uautonoma.cl,126,16,0.9365079365079365,1.5158730158730158
0716-8039;0719-0581,S4210186339,740,2822,21,0.26666666666666666,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],72,False,[],2021-06-07T00:00:00,2025-10-27T03:11:17.418693,Revista de psicología,https://revistapsicologia.uchile.cl,,journal,,[],Revista de Psicología,revistapsicologia.uchile.cl,598,16,4.719063545150502,1.2374581939799332
0719-6520,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],TS Cuadernos de Trabajo Social,www.tscuadernosdetrabajosocial.cl,183,16,0.0,0.0
0719-7276,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista de Teoría del Arte,revistateoriadelarte.uchile.cl,406,16,0.0,0.0
0718-0853;0718-4735,S2737440952,430,385,7,0.06451612903225806,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],2,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de Estudios de la Justicia,http://www.rej.uchile.cl/,,journal,,['REJ'],Revista de Estudios de la Justicia,rej.uchile.cl,313,16,1.2300319488817892,1.3738019169329074
2452-5014,S4210213034,336,341,9,0.061855670103092786,True,,True,True,,[],,,[],9,False,"[{'year': 2025, 'works_count': 39, 'cited_by_count': 1}, {'year': 2024, 'works_count': 41, 'cited_by_count': 0}, {'year': 2023, 'works_count': 17, 'cited_by_count': 5}, {'year': 2022, 'works_count': 9, 'cited_by_count': 10}, {'year': 2021, 'works_count': 20, 'cited_by_count': 200}, {'year': 2020, 'works_count': 11, 'cited_by_count': 38}, {'year': 2019, 'works_count': 186, 'cited_by_count': 68}, {'year': 2018, 'works_count': 13, 'cited_by_count': 19}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Saberes Educativos,https://sabereseducativos.uchile.cl/index.php/RSED/index,,journal,,[],Revista Saberes Educativos,sabereseducativos.uchile.cl,129,16,2.643410852713178,2.604651162790698
0718-4727;0718-5472,S4210179593,416,884,12,0.475,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],20,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Cultura y religión,http://www.revistaculturayreligion.cl,,journal,,[],Cultura y Religión,revistaculturayreligion.cl,391,16,2.260869565217391,1.0639386189258313
0716-730X;0719-0883,S4210212389,346,1317,12,0.057692307692307696,True,,True,True,,[],,,[],16,False,"[{'year': 2016, 'works_count': 11, 'cited_by_count': 271}, {'year': 2015, 'works_count': 22, 'cited_by_count': 8}, {'year': 2014, 'works_count': 23, 'cited_by_count': 7}, {'year': 2013, 'works_count': 24, 'cited_by_count': 38}, {'year': 2012, 'works_count': 27, 'cited_by_count': 161}, {'year': 2011, 'works_count': 25, 'cited_by_count': 112}, {'year': 2010, 'works_count': 17, 'cited_by_count': 27}, {'year': 2009, 'works_count': 15, 'cited_by_count': 25}, {'year': 2008, 'works_count': 17, 'cited_by_count': 20}, {'year': 2007, 'works_count': 13, 'cited_by_count': 467}]",2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Persona y Sociedad,,,journal,,[],Persona y Sociedad,personaysociedad.uahurtado.cl,310,16,4.248387096774193,1.1161290322580646
0718-5766;0719-3432,S4387280709,228,127,5,0.1875,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],2,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Encrucijada Americana,,,journal,,[],Encrucijada Americana,encrucijadaamericana.uahurtado.cl,216,16,0.5879629629629629,1.0555555555555556
0716-7598,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Rompefilas,rompefilas.cl,37,16,0.0,0.0
0719-7128,S4210210017,95,216,8,0.7941176470588235,True,,True,True,,[],,,[],8,False,"[{'year': 2025, 'works_count': 5, 'cited_by_count': 0}, {'year': 2024, 'works_count': 13, 'cited_by_count': 0}, {'year': 2023, 'works_count': 16, 'cited_by_count': 27}, {'year': 2022, 'works_count': 7, 'cited_by_count': 2}, {'year': 2021, 'works_count': 12, 'cited_by_count': 55}, {'year': 2020, 'works_count': 22, 'cited_by_count': 92}, {'year': 2019, 'works_count': 20, 'cited_by_count': 40}]",2021-08-30T00:00:00,2025-10-27T03:07:04.448195,Revista Educación las Américas,http://revistas.udla.cl/rea/index.php/rea,,journal,,[],Revista Educación Las Américas,revistas.udla.cl,122,16,1.7704918032786885,0.7786885245901639
0717-554X,S86099896,444,3003,24,0.5,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],75,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Cinta de moebio,https://cintademoebio.uchile.cl/,,journal,,"['Electronic Journal of Social Sciences Epistemology', 'Revista electrónica de epistemología de las ciencias sociales']",Cinta de Moebio. Revista de Epistemología de Ciencias Sociales,cintademoebio.uchile.cl,572,16,5.25,0.7762237762237763
2735-7074,S4210199428,68,33,3,0.38095238095238093,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Gobierno y Administración Pública,,,journal,,['GYAP'],Gobierno y Administración Pública,revistas.udec.cl,59,16,0.559322033898305,1.152542372881356
2735-7287,S4210207499,62,25,3,0.24390243902439024,True,,True,False,,[],,,[],0,False,"[{'year': 2025, 'works_count': 13, 'cited_by_count': 0}, {'year': 2024, 'works_count': 11, 'cited_by_count': 0}, {'year': 2023, 'works_count': 17, 'cited_by_count': 10}, {'year': 2022, 'works_count': 15, 'cited_by_count': 10}, {'year': 2021, 'works_count': 5, 'cited_by_count': 2}, {'year': 2004, 'works_count': 1, 'cited_by_count': 3}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Chilena de Rehabilitación y Actividad Física,,,journal,,['RevChiREAF'],Revista Chilena de Rehabilitación y Actividad Física,revistas.uautonoma.cl,41,16,0.6097560975609756,1.5121951219512195
0719-9007,S4210218120,143,34,3,0.1568627450980392,True,,True,False,,[],,,[],0,False,"[{'year': 2025, 'works_count': 14, 'cited_by_count': 2}, {'year': 2024, 'works_count': 27, 'cited_by_count': 6}, {'year': 2023, 'works_count': 10, 'cited_by_count': 0}, {'year': 2021, 'works_count': 12, 'cited_by_count': 0}, {'year': 2020, 'works_count': 21, 'cited_by_count': 10}, {'year': 2019, 'works_count': 19, 'cited_by_count': 6}, {'year': 2018, 'works_count': 9, 'cited_by_count': 0}, {'year': 2017, 'works_count': 31, 'cited_by_count': 10}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista de Innovación en Enseñanza de las Ciencias,http://www.reinnec.cl,,journal,,['REINNEC'],Revista de Innovación en Enseñanza de las Ciencias,reinnec.cl,125,16,0.272,1.144
0717-2710;0718-0772,S4210197871,281,332,8,0.3939393939393939,True,,True,False,,[],,,[],5,False,"[{'year': 2017, 'works_count': 23, 'cited_by_count': 37}, {'year': 2016, 'works_count': 22, 'cited_by_count': 17}, {'year': 2015, 'works_count': 27, 'cited_by_count': 8}, {'year': 2014, 'works_count': 35, 'cited_by_count': 27}, {'year': 2013, 'works_count': 1, 'cited_by_count': 0}, {'year': 2007, 'works_count': 14, 'cited_by_count': 8}, {'year': 2006, 'works_count': 6, 'cited_by_count': 12}, {'year': 2005, 'works_count': 8, 'cited_by_count': 21}, {'year': 2004, 'works_count': 12, 'cited_by_count': 7}, {'year': 2003, 'works_count': 12, 'cited_by_count': 0}]",2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Foro Educacional,http://ediciones.ucsh.cl/ojs/index.php?journal=ForoEducacional,,journal,,[],Foro Educacional,ediciones.ucsh.cl,219,16,1.5159817351598173,1.2831050228310503
0718-4980;0719-6504,S4210187225,245,101,4,0.16129032258064516,True,,True,False,,[],,,[],1,False,"[{'year': 2023, 'works_count': 16, 'cited_by_count': 5}, {'year': 2022, 'works_count': 16, 'cited_by_count': 4}, {'year': 2021, 'works_count': 18, 'cited_by_count': 3}, {'year': 2020, 'works_count': 25, 'cited_by_count': 11}, {'year': 2019, 'works_count': 25, 'cited_by_count': 29}, {'year': 2018, 'works_count': 35, 'cited_by_count': 17}, {'year': 2017, 'works_count': 38, 'cited_by_count': 11}, {'year': 2016, 'works_count': 21, 'cited_by_count': 10}, {'year': 2014, 'works_count': 21, 'cited_by_count': 10}, {'year': 2012, 'works_count': 15, 'cited_by_count': 1}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Hermenéutica intercultural,http://ediciones.ucsh.cl/ojs/index.php?journal=hirf&page=index,,journal,,['Revista de filosofía'],Hermenéutica Intercultural,ediciones.ucsh.cl,239,16,0.4225941422594142,1.0251046025104602
2318-650X,S4210191468,117,161,3,0.2857142857142857,True,,True,False,,[],,,[],1,False,"[{'year': 2022, 'works_count': 13, 'cited_by_count': 2}, {'year': 2021, 'works_count': 24, 'cited_by_count': 25}, {'year': 2020, 'works_count': 9, 'cited_by_count': 110}, {'year': 2019, 'works_count': 19, 'cited_by_count': 4}, {'year': 2018, 'works_count': 8, 'cited_by_count': 4}, {'year': 2017, 'works_count': 7, 'cited_by_count': 6}, {'year': 2016, 'works_count': 1, 'cited_by_count': 0}, {'year': 2015, 'works_count': 1, 'cited_by_count': 0}, {'year': 2014, 'works_count': 4, 'cited_by_count': 2}, {'year': 2013, 'works_count': 3, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Sul-Americana de Psicologia,,,journal,,[],Revista Sul-Americana de Psicologia,ediciones.ucsh.cl,200,16,0.805,0.585
0718-3992;0718-400X,S4210226899,119,154,6,0.5128205128205128,True,,True,True,,[],,,[],1,True,"[{'year': 2025, 'works_count': 7, 'cited_by_count': 0}, {'year': 2024, 'works_count': 16, 'cited_by_count': 11}, {'year': 2023, 'works_count': 16, 'cited_by_count': 9}, {'year': 2022, 'works_count': 17, 'cited_by_count': 36}, {'year': 2021, 'works_count': 22, 'cited_by_count': 40}, {'year': 2020, 'works_count': 18, 'cited_by_count': 41}, {'year': 2019, 'works_count': 19, 'cited_by_count': 17}, {'year': 2018, 'works_count': 1, 'cited_by_count': 0}, {'year': 2016, 'works_count': 2, 'cited_by_count': 0}, {'year': 2009, 'works_count': 1, 'cited_by_count': 0}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Multidisciplinary Business Review,https://journalmbr.net,,journal,,"['Revista oficial de la Asociación de Directivos Superiores de Facultades de Administración, Negocios o Empresariales de Chile', 'IBR']",Multidisciplinary Business Review,journals.publicknowledgeproject.org,198,16,0.7777777777777778,0.601010101010101
0719-9104;0719-9112,S4210189514,105,78,3,1.0,True,,True,True,,[],,,[],0,False,"[{'year': 2023, 'works_count': 17, 'cited_by_count': 17}, {'year': 2022, 'works_count': 15, 'cited_by_count': 19}, {'year': 2021, 'works_count': 30, 'cited_by_count': 15}, {'year': 2020, 'works_count': 9, 'cited_by_count': 4}, {'year': 2019, 'works_count': 14, 'cited_by_count': 7}, {'year': 2018, 'works_count': 14, 'cited_by_count': 14}, {'year': 2017, 'works_count': 6, 'cited_by_count': 2}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Latin American Legal Studies,http://lals.uai.cl,,journal,,[],Latin American Legal Studies,lals.uai.cl,102,16,0.7647058823529411,1.0294117647058822
2735-6523,S4210179512,66,44,3,0.3103448275862069,True,,True,False,,[],,,[],0,False,"[{'year': 2024, 'works_count': 14, 'cited_by_count': 1}, {'year': 2023, 'works_count': 15, 'cited_by_count': 8}, {'year': 2022, 'works_count': 9, 'cited_by_count': 5}, {'year': 2021, 'works_count': 28, 'cited_by_count': 30}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista INTEREDU,,,journal,,"['Investigación, sociedad y educación']",Revista INTEREDU,revistas.ulagos.cl,129,16,0.34108527131782945,0.5116279069767442
2735-7228,S4210182826,290,233,7,0.24242424242424243,True,,True,False,,[],,,[],4,False,"[{'year': 2012, 'works_count': 28, 'cited_by_count': 27}, {'year': 2011, 'works_count': 9, 'cited_by_count': 21}, {'year': 2010, 'works_count': 18, 'cited_by_count': 7}, {'year': 2009, 'works_count': 22, 'cited_by_count': 38}, {'year': 2008, 'works_count': 14, 'cited_by_count': 8}, {'year': 2006, 'works_count': 27, 'cited_by_count': 19}, {'year': 2003, 'works_count': 4, 'cited_by_count': 1}, {'year': 2000, 'works_count': 10, 'cited_by_count': 0}, {'year': 1997, 'works_count': 2, 'cited_by_count': 0}, {'year': 1991, 'works_count': 1, 'cited_by_count': 1}]",2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Revista de Trabajo Social,,,journal,,[],Revista de Trabajo Social,revistatrabajosocial.uc.cl,503,16,0.46322067594433397,0.5765407554671969
