nombre_revista,issn_original,url_ojs,institucion,region,issn_buscado,crossref_id,is_in_crossref,error,last_status_check_time,current_dois,backfile_dois,total_dois,affiliations_current,abstracts_current,licenses_current,orcids_current,update_policies_current,ror_ids_current,similarity_checking_current,funders_current,award_numbers_current,references_current,affiliations_backfile,abstracts_backfile,licenses_backfile,orcids_backfile,update_policies_backfile,ror_ids_backfile,similarity_checking_backfile,funders_backfile,award_numbers_backfile,references_backfile,has_preprints,is_preprint_count,has_versions,is_version_count,replacement_relations,same_as_relations,total_version_relations,title,publisher,subject,flags,breakdowns
Amoxtli,0719-997X,,,,0719-997X,0719-997X,True,,1763858654652.0,45,17,62,0.0,0.9111111111111111,1.0,0.8666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.7647058823529412,0.3529411764705882,0.0,0.0,0.7647058823529412,0.0,0.0,0.0,0,0,0,0,0,0,0,Amoxtli,Universidad Finis Terrae,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2023, 20], [2024, 13], [2025, 12], [2021, 7], [2022, 6], [2018, 4]]}"
Diseña,0718-8447;2452-4298,,,,0718-8447;2452-4298,0718-8447,True,,1763858561178.0,12,1,13,0.0,0.9166666666666667,0.0,0.6666666666666667,0.0,0.0,0.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Diseña,Pontificia Universidad Catolica de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': False, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2023, 12], [2020, 1]]}"
Revista Ethika+,2452-6037,,,,2452-6037,2452-6037,True,,1763859556870.0,56,83,139,0.0,0.9821428571428571,1.0,0.8928571428571429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7349397590361446,1.0,0.1927710843373494,0.0,0.0,0.9879518072289157,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Ethika+,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2021, 32], [2022, 26], [2020, 25], [2023, 20], [2025, 18], [2024, 18]]}"
Hábitat Sustentable,0719-0700,,,,0719-0700,0719-0700,True,,1763858259839.0,55,109,164,0.0,0.9454545454545455,0.9454545454545455,0.9272727272727272,0.0,0.0,0.9454545454545455,0.0,0.0,0.9454545454545455,0.0,0.8807339449541284,0.4403669724770642,0.6513761467889908,0.0,0.0,0.8532110091743119,0.0,0.0,0.4954128440366972,0,0,0,0,0,0,0,Revista Hábitat Sustentable,Universidad del Bio Bio,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': True, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2024, 23], [2023, 21], [2022, 19], [2018, 19], [2021, 18], [2020, 18], [2019, 17], [2025, 11], [2016, 10], [2017, 7], [2014, 1]]}"
Revista Liminales. Escritos sobre Psicología y Sociedad,0718-4166;0719-7748,,,,0718-4166;0719-7748,0718-4166,True,,1763859883597.0,64,196,260,0.0,0.84375,0.875,0.875,0.0,0.0,0.765625,0.0,0.0,0.0,0.0,0.8469387755102041,0.2448979591836735,0.1887755102040816,0.0,0.0,0.8877551020408163,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Liminales Escritos sobre Psicología y Sociedad,"Central University of Chile, Faculty of Health Sciences. Psychology career.",[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2024, 28], [2023, 22], [2022, 22], [2015, 22], [2016, 21], [2021, 20], [2017, 19], [2014, 18], [2020, 16], [2019, 15], [2012, 15], [2025, 14], [2018, 14], [2013, 14]]}"
Rumbos TS. Un espacio crítico para la reflexión en Ciencias Sociales,0718-4182;0719-7721,,,,0718-4182;0719-7721,0718-4182,True,,1763859563511.0,49,88,137,0.0,0.8979591836734694,0.8571428571428571,0.7346938775510204,0.0,0.0,0.8979591836734694,0.0,0.0,0.0,0.0,0.9090909090909091,0.2613636363636364,0.1704545454545455,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0,0,0,0,0,0,0,RUMBOS TS Un Espacio Crítico para la Reflexión en Ciencias Sociales,Universidad Central de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2021, 31], [2020, 31], [2024, 27], [2022, 26], [2023, 22]]}"
Revista de derecho (Coquimbo),0718-9753,,,,0718-9753,0718-9753,True,,1763943830049.0,166,1086,1252,0.0,0.9698795180722892,0.9578313253012049,0.2469879518072289,0.0,0.0,0.9939759036144578,0.0,0.0,0.1746987951807229,0.0,0.5303867403314917,0.4594843462246777,0.09023941068139962,0.0,0.0,0.5359116022099448,0.0,0.0,0.03314917127071823,0,0,0,0,0,0,0,Revista de derecho (Coquimbo),Universidad Catolica del Norte - Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': True, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2015, 317], [2025, 128], [2018, 68], [2016, 68], [1999, 48], [2013, 43], [2014, 41], [2012, 39], [2011, 36], [2019, 35], [2017, 33], [2010, 28], [2000, 26], [1998, 25], [2022, 24], [2020, 24], [2005, 23], [1997, 23], [2021, 22], [2008, 21], [2023, 20], [2009, 20], [2006, 20], [2001, 20], [2003, 19], [2024, 18], [1996, 18], [2007, 16], [2004, 13], [2002, 12], [1994, 2], [1995, 1], [1993, 1]]}"
Revista Chilena de Fonoaudiología,0717-4659;0719-4692,,,,0717-4659;0719-4692,0717-4659,True,,1763944369211.0,56,222,278,0.0,0.9464285714285714,0.0,0.9821428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6171171171171171,0.0,0.1621621621621622,0.0,0.0,0.8873873873873874,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Chilena de Fonoaudiología,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2022, 28], [2012, 26], [2025, 20], [2018, 20], [2023, 19], [2024, 17], [2020, 15], [2015, 14], [2019, 13], [2021, 12], [2017, 11], [2016, 11], [2011, 10], [2004, 10], [2003, 10], [2006, 9], [1999, 8], [2014, 5], [2013, 5], [2009, 5], [2007, 5], [2005, 5]]}"
Historia Agraria de América Latina,2452-5162,,,,2452-5162,2452-5162,True,,1763859786543.0,59,78,137,0.0,0.6101694915254237,1.0,0.576271186440678,0.0,0.0,1.0,0.0,0.0,0.5084745762711864,0.0,0.4871794871794872,0.141025641025641,0.4487179487179487,0.0,0.0,1.0,0.0,0.0,0.2307692307692308,0,0,0,0,0,0,0,Historia Agraria de América Latina,Centro de Estudios de Historia Agraria de America Latina,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': True, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2020, 29], [2021, 26], [2024, 24], [2022, 23], [2023, 21], [2025, 14]]}"
Arboles y Rizomas,0719-9805,,,,0719-9805,0719-9805,True,,1763859185321.0,37,56,93,0.0,1.0,1.0,0.972972972972973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9821428571428571,0.9821428571428571,0.6428571428571429,0.0,0.0,0.9821428571428571,0.0,0.0,0.0,0,0,0,0,0,0,0,Arboles y Rizomas,University of Santiago of Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2024, 22], [2019, 17], [2023, 15], [2022, 15], [2021, 12], [2020, 12]]}"
Acta Literaria,0716-0909;0717-6848,,,,0716-0909;0717-6848,0717-6848,True,Journal not found in Crossref,1763943675667.0,36,451,487,1.0,0.7777777777777778,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.01773835920177384,0.01552106430155211,0.0,0.002217294900221729,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Acta literaria,Universidad de Concepcion,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': True, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': True, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2016, 28], [2017, 27], [2015, 25], [2010, 24], [2019, 23], [2013, 23], [2012, 23], [2011, 22], [2009, 22], [2006, 22], [2005, 22], [2008, 21], [2014, 20], [2007, 20], [2018, 19], [2022, 18], [2025, 17], [2021, 15], [2020, 15], [2002, 14], [2000, 13], [2004, 12], [2001, 12], [2003, 11], [2023, 10], [2024, 9]]}"
Revista de Urbanismo,0717-5051,,,,0717-5051,0717-5051,True,,1763944340467.0,51,446,497,0.0,0.9803921568627451,1.0,0.9019607843137255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3094170403587444,0.06278026905829596,0.1905829596412556,0.0,0.0,0.3318385650224215,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista de Urbanismo,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2010, 123], [2011, 79], [2019, 34], [2021, 23], [2022, 22], [2018, 22], [2017, 22], [2016, 22], [2024, 21], [2020, 21], [2023, 20], [2013, 20], [2015, 18], [2014, 16], [2012, 16], [2025, 10], [2004, 8]]}"
Revista Geográfica de Chile Terra Australis,0378-8482;0719-9562,,,,0378-8482;0719-9562,0378-8482,True,,1763859059815.0,69,59,128,0.0,0.3043478260869565,0.0,0.2028985507246377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2711864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Geográfica de Chile Terra Australis,Universidad Bernardo O'Higgins,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': False, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2023, 28], [2024, 23], [2021, 21], [2025, 18], [2022, 12], [2020, 11], [2019, 10], [2018, 5]]}"
Revista Historia y Patrimonio,2810-6245,,,,2810-6245,2810-6245,True,,1763860407530.0,55,11,66,0.0,0.8545454545454545,0.0,0.9818181818181818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.7272727272727273,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Historia y Patrimonio,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2024, 24], [2023, 20], [2025, 11], [2022, 11]]}"
Revista Científica Cuadernos de Investigación,2810-6210,,,,2810-6210,2810-6210,True,,1763860660334.0,56,0,56,0.0,0.6428571428571429,0.0,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,REVISTA CIENTÍFICA CUADERNOS DE INVESTIGACIÓN,Universidad Adventista de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': False, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2024, 23], [2023, 18], [2025, 15]]}"
Urbano,0717-3997;0718-3607,,,,0717-3997;0718-3607,0717-3997,True,,1763858336418.0,52,142,194,0.0,0.9230769230769231,0.9230769230769231,0.9038461538461539,0.0,0.0,0.8846153846153846,0.0,0.0,0.9038461538461539,0.0,0.823943661971831,0.4225352112676056,0.5915492957746479,0.0,0.0,0.8169014084507042,0.0,0.0,0.5633802816901408,0,0,0,0,0,0,0,Urbano,Universidad del Bio Bio,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': True, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2017, 30], [2020, 23], [2022, 22], [2021, 22], [2018, 22], [2023, 21], [2024, 20], [2019, 16], [2025, 11], [2016, 7]]}"
Castalia - Revista de Psicología de la Academia,0719-8051,,,,0719-8051,0719-8051,True,,1763858432809.0,50,108,158,0.0,0.94,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.009259259259259259,0.0,0.0,0.8981481481481481,0.0,0.0,0.0,0,0,0,0,0,0,0,Castalia - Revista de Psicología de la Academia,Universidad Academia de Humanismo Cristiano,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2024, 20], [2023, 19], [2020, 19], [2021, 17], [2019, 17], [2022, 16], [2018, 15], [2017, 13], [2025, 11], [2016, 6], [2015, 5]]}"
Revista Chilena de Enfermería,2452-5839,,,,2452-5839,2452-5839,True,,1763859242746.0,68,43,111,0.0,0.8382352941176471,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8372093023255814,0.1162790697674419,0.4651162790697674,0.0,0.0,0.9767441860465116,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Chilena de Enfermería,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2025, 26], [2024, 23], [2023, 19], [2021, 17], [2022, 13], [2019, 7], [2020, 6]]}"
Byzantion Nea Hellás,0716-2138;0718-8471,,,,0716-2138;0718-8471,0718-8471,True,Journal not found in Crossref,1763943705750.0,39,224,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Byzantion nea hellas,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),[],"{'deposits-abstracts-current': False, 'deposits-orcids-current': False, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': False, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2016, 25], [2017, 24], [2020, 23], [2015, 22], [2024, 21], [2018, 21], [2022, 20], [2013, 20], [2009, 19], [2023, 18], [2021, 18], [2014, 17], [2019, 15]]}"
