nombre_revista,issn_original,url_ojs,institucion,region,issn_buscado,crossref_id,is_in_crossref,error,last_status_check_time,current_dois,backfile_dois,total_dois,affiliations_current,abstracts_current,licenses_current,orcids_current,update_policies_current,ror_ids_current,similarity_checking_current,funders_current,award_numbers_current,references_current,affiliations_backfile,abstracts_backfile,licenses_backfile,orcids_backfile,update_policies_backfile,ror_ids_backfile,similarity_checking_backfile,funders_backfile,award_numbers_backfile,references_backfile,has_preprints,is_preprint_count,has_versions,is_version_count,replacement_relations,same_as_relations,total_version_relations,title,publisher,subject,flags,breakdowns
Journal of Latin American Studies on Disaster Risk Reduction REDER,0719-8477,,,,0719-8477,0719-8477,True,,1763860058368.0,99,100,199,0.0,1.0,1.0,0.0101010101010101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista de Estudios Latinoamericanos sobre Reducción del Riesgo de Desastres REDER,Revista de Estudios Latinoamericanos sobre Reduccion del Riesgo de Desastres,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2024, 34], [2023, 33], [2025, 32], [2022, 22], [2021, 22], [2020, 20], [2019, 18], [2018, 12], [2017, 6]]}"
Revista de Humanidades de Valparaíso,0719-4234;0719-4242,,,,0719-4234;0719-4242,0719-4234,True,,1763858226051.0,67,299,366,0.0,0.8507462686567164,0.9104477611940299,0.1343283582089552,0.0,0.0,0.9104477611940299,0.0,0.0,0.0,0.0,0.608695652173913,0.6588628762541806,0.09030100334448161,0.0,0.0,0.6588628762541806,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista de Humanidades de Valparaíso,Universidad de Valparaiso Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2016, 54], [2022, 53], [2013, 37], [2023, 36], [2024, 31], [2021, 31], [2015, 31], [2019, 30], [2014, 26], [2018, 17], [2017, 14], [2020, 6]]}"
Revista de Derecho Administrativo,0717-4888;0719-5591,,,,0717-4888;0719-5591,0717-4888,True,,1763858487277.0,33,304,337,0.0,1.0,1.0,0.1212121212121212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.9407894736842105,0.0,0.0,0.08223684210526316,0,0,0,0,0,0,0,Revista de Derecho Administrativo Económico,Pontificia Universidad Catolica de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2017, 96], [2000, 47], [2019, 46], [2023, 33], [2014, 29], [2018, 21], [2004, 14], [1999, 14], [2020, 12], [2016, 12], [2015, 10], [2005, 2], [2002, 1]]}"
Revista Chilena de Derecho y Tecnología,0719-2576;0719-2584,,,,0719-2576;0719-2584,0719-2576,True,,1763944359524.0,49,172,221,0.0,1.0,1.0,0.8775510204081634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5988372093023256,0.5872093023255814,0.4941860465116279,0.0,0.0,0.627906976744186,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Chilena de Derecho y Tecnología,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2023, 30], [2021, 27], [2016, 22], [2020, 21], [2014, 20], [2024, 19], [2019, 16], [2022, 15], [2018, 15], [2017, 12], [2012, 9], [2015, 8], [2013, 7]]}"
Estudios Avanzados,0718-5014,,,,0718-5014,0718-5014,True,,1763859442845.0,40,34,74,0.0,1.0,1.0,0.975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5294117647058824,0.8823529411764706,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Estudios Avanzados,University of Santiago of Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2023, 24], [2024, 16], [2021, 16], [2020, 10], [2022, 8]]}"
Boletín de la Sociedad Chilena de Arqueología,0716-5730;2735-7651,,,,0716-5730;2735-7651,0716-5730,True,,1763860255092.0,68,34,102,0.0,0.6323529411764706,0.0,0.1911764705882353,0.0,0.0,0.926470588235294,0.0,0.0,0.0,0.0,0.3823529411764706,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0,0,0,0,0,0,0,Boletín de la Sociedad Chilena de Arqueología,Sociedad Chilena de Arqueologia,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2022, 34], [2023, 33], [2024, 27], [2025, 8]]}"
Revista Hospital Clínico Universidad de Chile,0716-7849;2735-7996,,,,0716-7849;2735-7996,0716-7849,True,,1763860481535.0,70,305,375,0.0,0.9571428571428571,0.08571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8131147540983606,0.0,0.0,0.0,0.0,0.9901639344262295,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Hospital Clínico Universidad de Chile,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': False, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2015, 42], [2014, 40], [2016, 38], [2021, 30], [2024, 29], [2023, 28], [2019, 28], [2017, 28], [2022, 25], [2020, 25], [2018, 25], [2013, 24], [2025, 13]]}"
Polis (Santiago),0717-6554;0718-6568,,,,0717-6554;0718-6568,0717-6554,True,,1763943676853.0,21,995,1016,0.0,1.0,0.5238095238095238,0.4285714285714286,0.0,0.0,0.619047619047619,0.0,0.0,0.0,0.0,0.1557788944723618,0.1738693467336683,0.01005025125628141,0.0,0.0,0.1738693467336683,0.0,0.0,0.0,0,0,0,0,0,0,0,Polis (Santiago),"Universidad de Los Lagos, Chile",[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2014, 117], [2015, 88], [2013, 88], [2012, 88], [2010, 86], [2016, 81], [2011, 76], [2009, 70], [2019, 58], [2018, 53], [2017, 50], [2008, 43], [2020, 41], [2021, 36], [2022, 20], [2024, 11], [2023, 8], [2025, 2]]}"
Biologia Pesquera,0067-8767,,,,0067-8767,0067-8767,True,,1763860781742.0,136,18,154,0.5441176470588235,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9444444444444444,1.0,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,0.888888888888889,0,0,0,0,0,0,0,Biologia Pesquera,Universidad Catolica de la Santisima Concepcion,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': False, 'deposits': True, 'deposits-affiliations-backfile': True, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': True, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2024, 122], [2023, 14], [1970, 6], [1967, 4], [1971, 3], [1968, 3], [1994, 1], [1961, 1]]}"
Revueltas. Revista chilena de Historia Social Popular,2452-5707,,,,2452-5707,,False,Journal not found in Crossref,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,[],[],{}
Revista de Historia Social y de las Mentalidades,0719-4749,,,,0719-4749,0719-4749,True,,1763859192164.0,42,78,120,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9871794871794872,0.9871794871794872,0.6153846153846154,0.0,0.0,0.9871794871794872,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista de Historia Social y de las Mentalidades,University of Santiago of Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2020, 25], [2023, 24], [2019, 20], [2024, 18], [2021, 17], [2022, 16]]}"
Revista de Filosofía,0034-8236;0718-4360,,,,0034-8236;0718-4360,0034-8236,True,,1763943676826.0,53,1097,1150,0.0,0.4339622641509434,0.0,0.4150943396226415,0.0,0.0,0.4339622641509434,0.0,0.0,0.0,0.0,0.06927985414767548,0.0,0.0,0.0,0.0,0.6563354603463993,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista de filosofía,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2016, 497], [2017, 253], [2015, 39], [2023, 30], [2019, 29], [2013, 28], [2021, 27], [2011, 27], [2018, 25], [2020, 24], [2012, 24], [2024, 23], [2008, 20], [2014, 19], [2010, 18], [2022, 17], [2009, 17], [2007, 17], [2006, 16]]}"
Revista de humanidades (Santiago. En línea),0717-0491;2452-445X,,,,0717-0491;2452-445X,0717-0491,True,,1763859980190.0,114,45,159,0.0,0.7105263157894737,0.0,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista de humanidades (Santiago En línea),Universidad Andres Bello,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2025, 41], [2024, 40], [2023, 33], [2022, 31], [2021, 14]]}"
Revista de Ciencias Sociales,0716-7725;0719-8442,,,,0716-7725;0719-8442,0716-7725,True,,1763858380779.0,57,185,242,0.0,0.8245614035087719,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5027027027027027,0.8594594594594595,0.01081081081081081,0.0,0.0,0.7837837837837838,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista de Ciencias Sociales,Universidad de Valparaiso Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2021, 36], [2024, 25], [2016, 25], [2015, 23], [2019, 21], [2023, 20], [2014, 18], [2013, 18], [2022, 17], [2025, 12], [2020, 12], [2017, 9], [2018, 6]]}"
"CUBO, A Mathematical Journal",0716-7776;0719-0646,,,,0716-7776;0719-0646,0719-0646,True,Journal not found in Crossref,1763943886717.0,95,332,427,0.0,0.9052631578947368,0.0,0.9052631578947368,0.0,0.0,0.9052631578947368,0.0,0.0,0.0,0.0,0.06024096385542169,0.006024096385542169,0.06024096385542169,0.0,0.0,0.9939759036144578,0.0,0.0,0.006024096385542169,0,0,0,0,0,0,0,Cubo (Temuco),Universidad de La Frontera,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2010, 50], [2024, 34], [2023, 33], [2022, 32], [2013, 31], [2012, 31], [2021, 30], [2025, 28], [2011, 28], [2014, 25], [2020, 23], [2015, 21], [2019, 19], [2018, 19], [2017, 17], [2016, 6]]}"
Comunicación y Medios,0716-3991;0719-1529,,,,0716-3991;0719-1529,0716-3991,True,,1763944304894.0,94,605,699,0.0,0.9680851063829787,1.0,0.6914893617021277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1752066115702479,0.09090909090909091,0.009917355371900825,0.0,0.0,0.2396694214876033,0.0,0.0,0.0,0,0,0,0,0,0,0,Comunicación y Medios,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2011, 290], [2013, 57], [2024, 45], [2022, 40], [2012, 33], [2020, 31], [2021, 30], [2023, 29], [2010, 23], [2015, 22], [2025, 20], [2016, 19], [2019, 17], [2018, 16], [2014, 16], [2017, 11]]}"
Revista Punto Género,0719-0417;2735-7473,,,,0719-0417;2735-7473,0719-0417,True,,1763944342516.0,78,310,388,0.0,0.9487179487179487,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6387096774193548,0.0,0.0,0.0,0.0,0.7483870967741935,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Punto Género,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2021, 58], [2018, 35], [2025, 32], [2015, 32], [2011, 30], [2023, 29], [2020, 29], [2013, 26], [2017, 24], [2019, 21], [2016, 18], [2024, 17], [2014, 13], [2012, 13], [2022, 11]]}"
Revista Pedagogía Universitaria y Didáctica del Derecho,0719-5885,,,,0719-5885,0719-5885,True,,1763858192471.0,83,186,269,0.0,1.0,1.0,0.963855421686747,0.0,0.0,0.9879518072289157,0.0,0.0,0.0,0.0,0.7311827956989247,0.6451612903225806,0.4032258064516129,0.0,0.0,0.7741935483870968,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Pedagogía Universitaria y Didáctica del Derecho,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2024, 36], [2021, 33], [2015, 31], [2023, 30], [2022, 29], [2020, 27], [2016, 19], [2025, 17], [2019, 16], [2017, 16], [2018, 15]]}"
Revista Bits de Ciencia,Sin ISSN,,,,Sin ISSN,,False,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,[],[],{}
Palabra y Razón,0719-2223;2452-4646,,,,0719-2223;2452-4646,0719-2223,True,,1763859077724.0,48,65,113,0.0,0.8958333333333333,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3538461538461538,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Palabra y Razón,Universidad Catolica del Maule,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2023, 23], [2022, 18], [2024, 17], [2020, 16], [2019, 16], [2021, 15], [2025, 8]]}"
