Total_Revistas_Chilenas,Indexadas_OpenAlex,Porcentaje_Indexadas,Alta_Visibilidad,Revistas_Estrella,Oportunidades_Mejora,Total_Citaciones,Visibilidad_Promedio,H_Index_Promedio
148,109,73.6,5,5,24,72507,1.562,7.2
